日期,10:00-10:10,12:00-12:10,14:00-14:10,16:00-16:10,18:00-18:10,20:00-20:10,全天购电量_kWh,全天购电费_元
2025-03-20,0.0,927.4372206770519,0.0,524.1961221058093,702.250953981067,0.0,75690.6028599252,45921.168520752166
2025-06-21,0.0,0.0,0.0,374.7258028079129,0.0,0.0,47177.7105633974,27339.58015740287
2025-09-23,0.0,370.1616206587084,0.0,488.91326798347035,794.9587745795535,62.4061206266216,69143.00398368186,43564.3772717191
2025-12-21,0.0,1162.5066702288887,0.0,847.0112690416179,763.9232635196227,0.0,103990.36304473352,67237.61836753707
