日期,时段,计划购电量_kWh,充电量_kWh,放电量_kWh,时段初储能_kWh,时段末储能_kWh,真实净负荷_kWh,紧急购电量_kWh,弃电量_kWh,能量平衡残差_kWh
2025-02-01,9:10-9:20,0.0,0.0,144.10680794995207,1638.4653422092188,1478.346666709272,-31.360500000000002,0.0,175.46730794995207,0.0
2025-02-01,9:20-9:30,0.0,0.0,117.21797767960908,1478.346666709272,1348.1044692874843,-61.70083333333332,0.0,178.9188110129424,0.0
2025-02-01,9:30-9:40,0.0,0.0,62.322154676697686,1348.1044692874843,1278.8576307578203,-105.10811666666666,0.0,167.43027134336435,0.0
2025-02-01,9:40-9:50,0.0,0.0,39.37198894852375,1278.8576307578203,1235.1109763705717,-170.19725000000005,0.0,209.5692389485238,0.0
2025-02-01,9:50-10:00,0.0,0.0,31.599878733514633,1235.1109763705717,1200.0,-215.4304166666666,0.0,247.03029540018122,0.0
2025-02-01,10:00-10:10,0.0,9.837185970029514,0.0,1200.0,1208.8534673730267,-200.41763333333336,0.0,190.58044736330385,0.0
2025-02-01,10:10-10:20,0.0,25.018878513587964,0.0,1208.8534673730267,1231.3704580352558,-226.92018333333328,0.0,201.90130481974532,0.0
2025-02-01,10:20-10:30,0.0,28.388451810925766,0.0,1231.3704580352558,1256.9200646650888,-292.22541666666666,0.0,263.8369648557409,0.0
2025-02-01,10:30-10:40,0.0,97.76910163427024,0.0,1256.9200646650888,1344.912256135932,-301.0877333333334,0.0,203.31863169906316,0.0
2025-02-01,10:40-10:50,0.0,159.2927441302211,0.0,1344.912256135932,1488.275725853131,-343.2174,0.0,183.9246558697789,0.0
2025-02-01,10:50-11:00,180.45856991669118,389.1518857638544,0.0,1488.275725853131,1838.5124230406,-407.3499999999999,0.0,198.6566841528367,0.0
2025-02-01,11:00-11:10,619.259849805756,833.3333333333333,0.0,1838.5124230406,2588.5124230406,-388.4834666666666,0.0,174.40998313908926,0.0
2025-02-01,11:10-11:20,598.5277945945352,833.3333333333333,0.0,2588.5124230406,3338.5124230406,-395.24006666666673,0.0,160.43452792786866,0.0
2025-02-01,11:20-11:30,579.1894100964502,833.3333333333333,0.0,3338.5124230406,4088.5124230406,-444.52750000000003,0.0,190.38357676311693,0.0
2025-02-01,11:30-11:40,624.1338916282332,833.3333333333333,0.0,4088.5124230406,4838.5124230406,-444.10710000000006,0.0,234.90765829489987,0.0
2025-02-01,11:40-11:50,588.5254813254792,833.3333333333333,0.0,4838.5124230406,5588.5124230406,-448.2673333333332,0.0,203.45948132547915,0.0
2025-02-01,11:50-12:00,556.7595768639233,833.3333333333333,0.0,5588.5124230406,6338.5124230406,-460.6229166666667,0.0,184.0491601972567,0.0
2025-02-01,12:00-12:10,558.5485175166204,833.3333333333333,0.0,6338.5124230406,7088.5124230406,-428.6418166666666,0.0,153.8570008499538,0.0
2025-02-01,12:10-12:20,552.3257292246885,833.3333333333333,0.0,7088.5124230406,7838.5124230406,-426.38726666666673,0.0,145.379662558022,0.0
