日期,时间段,充电量_kWh,放电量_kWh,时段初储能_kWh,时段末储能_kWh
2025-02-13,12:00-16:00,7095.298614597951,1832.1918778243403,6450.0,10800.0
2025-02-13,16:00-20:00,0.0,5680.64531265811,10800.0,4488.171874824322
2025-02-13,20:00-24:00,0.0,2959.3546873418895,4488.171874824322,1200.0
2025-02-14,0:00-4:00,9000.0,0.0,1200.0,9300.0
2025-02-14,4:00-8:00,1666.6666666666665,6656.603380189219,9300.0,3403.7740220119804
2025-02-14,8:00-12:00,4909.871849612227,1367.0545744969622,3403.7740220119804,6303.709159444139
2025-02-14,12:00-16:00,5022.773120012675,21.78447070999249,6303.709159444139,10800.0
2025-02-14,16:00-20:00,0.0,6274.695372602966,10800.0,3828.1162526633716
2025-02-14,20:00-24:00,0.0,2365.3046273970344,3828.1162526633716,1200.0
2025-02-15,0:00-4:00,9000.0,0.0,1200.0,9300.0
2025-02-15,4:00-8:00,1666.6666666666665,6725.966072118352,9300.0,3326.704364312942
2025-02-15,8:00-12:00,3556.7286338844788,406.52065473971345,3326.704364312942,6076.070518431514
2025-02-15,12:00-16:00,5248.810535076094,0.0,6076.070518431514,10800.0
2025-02-15,16:00-20:00,0.0,6262.639424168167,10800.0,3841.5117509242573
2025-02-15,20:00-24:00,0.0,2377.3605758318317,3841.5117509242573,1200.0
2025-02-16,0:00-4:00,9000.0,0.0,1200.0,9300.0
2025-02-16,4:00-8:00,2500.0,2457.903367596642,9300.0,8818.996258225954
2025-02-16,8:00-12:00,5833.333333333333,6693.238023227717,8818.996258225954,6632.065121306268
2025-02-16,12:00-16:00,7475.56399639991,2304.0654462595676,6632.065121306268,10800.0
2025-02-16,16:00-20:00,0.0,5757.3727096340135,10800.0,4402.919211517763
2025-02-16,20:00-24:00,0.0,2882.627290365987,4402.919211517763,1200.0
2025-02-17,0:00-4:00,9000.0,0.0,1200.0,9300.0
2025-02-17,4:00-8:00,2500.0,2452.2826311213694,9300.0,8825.241520976258
2025-02-17,8:00-12:00,5833.333333333333,6641.971915634076,8825.241520976258,6695.272725827284
2025-02-17,12:00-16:00,7210.534555874172,2146.278443502635,6695.272725827284,10800.0
2025-02-17,16:00-20:00,0.0,5715.457873335519,10800.0,4449.491251849423
2025-02-17,20:00-24:00,0.0,2924.5421266644807,4449.491251849423,1200.0
2025-02-18,0:00-4:00,9000.0,0.0,1200.0,9300.0
2025-02-18,4:00-8:00,2500.0,2629.1273130177856,9300.0,8628.747429980238
2025-02-18,8:00-12:00,5833.333333333333,6145.872686982214,8628.747429980238,7050.0
2025-02-18,12:00-16:00,6544.5374595811045,1926.0753422606972,7050.0,10800.0
2025-02-18,16:00-20:00,0.0,5759.850525350588,10800.0,4400.166082943791
2025-02-18,20:00-24:00,0.0,2880.149474649412,4400.166082943791,1200.0
2025-02-19,0:00-4:00,9000.0,0.0,1200.0,9300.0
2025-02-19,4:00-8:00,2500.0,2430.304138640082,9300.0,8849.662068177688
2025-02-19,8:00-12:00,5833.333333333333,6672.518242038303,8849.662068177688,6685.7529103573515
2025-02-19,12:00-16:00,7500.0,2372.1776193216147,6685.7529103573515,10800.0
2025-02-19,16:00-20:00,0.0,5720.704392885739,10800.0,4443.6617856825105
2025-02-19,20:00-24:00,0.0,2919.295607114259,4443.6617856825105,1200.0
2025-02-20,0:00-4:00,9000.0,0.0,1200.0,9300.0
2025-02-20,4:00-8:00,2500.0,2462.229872812643,9300.0,8814.189030208176
2025-02-20,8:00-12:00,5833.333333333333,6410.782564457246,8814.189030208176,6941.097291922346
2025-02-20,12:00-16:00,7203.074973387661,2361.4782911741177,6941.097291922346,10800.0
2025-02-20,16:00-20:00,0.0,5735.193089795386,10800.0,4427.56323356068
2025-02-20,20:00-24:00,0.0,2904.806910204612,4427.56323356068,1200.0
2025-02-21,0:00-4:00,9000.0,0.0,1200.0,9300.0
2025-02-21,4:00-8:00,1666.6666666666665,6809.964169133459,9300.0,3233.3731454072686
2025-02-21,8:00-12:00,4520.533904948601,905.6122946321243,3233.3731454072686,6295.617776936427
2025-02-21,12:00-16:00,5004.8691367373085,0.0,6295.617776936427,10800.0
2025-02-21,16:00-20:00,0.0,6247.272939568566,10800.0,3858.585622701594
2025-02-21,20:00-24:00,0.0,2392.727060431434,3858.585622701594,1200.0
2025-02-22,0:00-4:00,7668.673951174081,0.0,1200.0,8101.806556056673
2025-02-22,4:00-8:00,1666.6666666666665,6665.972714068671,8101.806556056673,2195.170207091481
2025-02-22,8:00-12:00,5107.879637814143,458.41606668601713,2195.170207091481,6282.910695917525
2025-02-22,12:00-16:00,5018.988115647193,0.0,6282.910695917525,10800.0
2025-02-22,16:00-20:00,0.0,6301.302212825892,10800.0,3798.553096860119
2025-02-22,20:00-24:00,0.0,2338.697787174107,3798.553096860119,1200.0
2025-02-23,0:00-4:00,9000.0,0.0,1200.0,9300.0
2025-02-23,4:00-8:00,2500.0,2596.2377501911014,9300.0,8665.291388676555
2025-02-23,8:00-12:00,5833.333333333333,6178.762249808897,8665.291388676555,7050.0
2025-02-23,12:00-16:00,6885.896240650349,2202.5759549267827,7050.0,10800.0
2025-02-23,16:00-20:00,0.0,5763.492678833874,10800.0,4396.119245740138
2025-02-23,20:00-24:00,0.0,2876.5073211661233,4396.119245740138,1200.0
2025-02-24,0:00-4:00,9000.0,0.0,1200.0,9300.0
2025-02-24,4:00-8:00,2500.0,4027.9198001664154,9300.0,7074.533555370651
2025-02-24,8:00-12:00,5863.284406699849,4884.22574170427,7074.533555370651,6924.572030617992
2025-02-24,12:00-16:00,6879.2827625099635,2084.333865189265,6924.572030617992,10800.0
2025-02-24,16:00-20:00,0.0,5774.996905101094,10800.0,4383.336772109893
2025-02-24,20:00-24:00,0.0,2865.0030948989033,4383.336772109893,1200.0
2025-02-25,0:00-4:00,9000.0,0.0,1200.0,9300.0
2025-02-25,4:00-8:00,2500.0,3224.1189813442916,9300.0,7967.645576284122
2025-02-25,8:00-12:00,5862.517299685362,5575.9079581257865,7967.645576284122,7048.457859194517
2025-02-25,12:00-16:00,6952.956929000933,2255.5071857658227,7048.457859194517,10800.0
2025-02-25,16:00-20:00,0.0,5745.07370960535,10800.0,4416.584767105167
2025-02-25,20:00-24:00,0.0,2894.92629039465,4416.584767105167,1200.0
2025-02-26,0:00-4:00,9000.0,0.0,1200.0,9300.0
2025-02-26,4:00-8:00,2500.0,3896.683266506059,9300.0,7220.351926104379
2025-02-26,8:00-12:00,5842.007793798962,5051.041863576108,7220.351926104379,6865.890203216659
2025-02-26,12:00-16:00,6357.723768689998,1609.0574355338917,6865.890203216659,10800.0
