date,method,lp_status,lp_message,lp_objective_yuan,expected_cost_yuan,cleanup_objective_difference_yuan,cleanup_state_max_abs_kwh,simultaneous_periods_before_cleanup,simultaneous_periods_after_cleanup,horizon_periods,scenario_count,planning_initial_kwh,planning_terminal_kwh,seconds,latest_input_date,scenario_first_origin,scenario_last_origin,scenario_last_observed_date
2025-04-02,deterministic_48h,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),70239.32695984631,70239.32695984631,0.0,3.637978807091713e-12,0,0,288,1,8550.000000000005,6000.0,0.010070500007714145,2025-04-01,2025-03-04,2025-03-31,2025-04-01
2025-04-02,stochastic_24h,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),40305.90089580104,40305.90089580107,2.9103830456733704e-11,4.320099833421409e-12,0,0,144,28,6000.0,6000.0,0.04581749999488238,2025-04-01,2025-03-04,2025-03-31,2025-04-01
2025-04-03,stochastic_48h,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),55324.506677753285,55324.50667775327,-1.4551915228366852e-11,1.000444171950221e-11,0,0,288,28,8550.000000000002,6000.0,0.07948529999703169,2025-04-02,2025-03-05,2025-04-01,2025-04-02
2025-04-03,deterministic_48h,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),48644.65356787098,48644.653567870984,7.275957614183426e-12,1.8189894035458565e-12,0,0,288,1,8550.000000000004,6000.0,0.009639700001571327,2025-04-02,2025-03-05,2025-04-01,2025-04-02
2025-04-03,stochastic_24h,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),41173.628282258745,41173.62828225868,-6.548361852765083e-11,1.8189894035458565e-12,0,0,144,28,6000.000000000002,6000.0,0.04401280000456609,2025-04-02,2025-03-05,2025-04-01,2025-04-02
2025-04-04,stochastic_48h,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),32257.802372310012,32257.80237231006,4.729372449219227e-11,3.637978807091713e-12,0,0,288,28,3589.535357844936,6000.0,0.0701936000114074,2025-04-03,2025-03-06,2025-04-02,2025-04-03
2025-04-04,deterministic_48h,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),28791.27195791184,28791.27195791184,0.0,6.366462912410498e-12,0,0,288,1,3490.7689391737904,6000.0,0.010642199995345436,2025-04-03,2025-03-06,2025-04-02,2025-04-03
2025-04-04,stochastic_24h,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),15631.534441935737,15631.534441935724,-1.2732925824820995e-11,2.7284841053187847e-12,0,0,144,28,6000.000000000002,6000.0,0.03459179999481421,2025-04-03,2025-03-06,2025-04-02,2025-04-03
2025-04-05,stochastic_48h,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),57229.671242971286,57229.67124297128,-7.275957614183426e-12,9.094947017729282e-12,0,0,288,28,3670.030793599918,6000.0,0.07761789999494795,2025-04-04,2025-03-07,2025-04-03,2025-04-04
2025-04-05,deterministic_48h,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),50003.165943713,50003.165943713015,1.4551915228366852e-11,5.4569682106375694e-12,0,0,288,1,3473.7699675722465,6000.0,0.009623000005376525,2025-04-04,2025-03-07,2025-04-03,2025-04-04
2025-04-05,stochastic_24h,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),15720.486755704711,15720.486755704704,-7.275957614183426e-12,3.637978807091713e-12,0,0,144,28,6000.000000000003,6000.0,0.03149400000984315,2025-04-04,2025-03-07,2025-04-03,2025-04-04
2025-04-06,stochastic_48h,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),80839.19626325365,80839.19626325365,0.0,7.275957614183426e-12,0,0,288,28,8550.000000000004,6000.0,0.08527779999712948,2025-04-05,2025-03-08,2025-04-04,2025-04-05
2025-04-06,deterministic_48h,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),69593.69244785425,69593.69244785425,0.0,3.637978807091713e-12,0,0,288,1,8549.999999999996,6000.0,0.011468800003058277,2025-04-05,2025-03-08,2025-04-04,2025-04-05
2025-04-06,stochastic_24h,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),41097.29751420757,41097.29751420752,-4.3655745685100555e-11,2.7284841053187847e-12,0,0,144,28,6000.000000000004,6000.0,0.04373650001070928,2025-04-05,2025-03-08,2025-04-04,2025-04-05
2025-04-07,stochastic_48h,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),80317.13867375554,80317.13867375549,-5.820766091346741e-11,8.86757334228605e-12,0,0,288,28,8550.000000000004,6000.0,0.08768580001196824,2025-04-06,2025-03-09,2025-04-05,2025-04-06
2025-04-07,deterministic_48h,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),69029.84226354158,69029.84226354156,-1.4551915228366852e-11,9.094947017729282e-12,0,0,288,1,8550.0,6000.0,0.012217700001201592,2025-04-06,2025-03-09,2025-04-05,2025-04-06
2025-04-07,stochastic_24h,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),40728.492634841066,40728.49263484102,-4.3655745685100555e-11,4.547473508864641e-12,0,0,144,28,6000.000000000003,6000.0,0.044286099990131333,2025-04-06,2025-03-09,2025-04-05,2025-04-06
2025-04-08,stochastic_48h,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),79648.40379233804,79648.40379233807,2.9103830456733704e-11,5.9117155615240335e-12,0,0,288,28,8550.000000000007,6000.0,0.09044379999977536,2025-04-07,2025-03-10,2025-04-06,2025-04-07
2025-04-08,deterministic_48h,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),68545.33869927016,68545.33869927013,-2.9103830456733704e-11,5.4569682106375694e-12,0,0,288,1,8550.000000000005,6000.0,0.010962700005620718,2025-04-07,2025-03-10,2025-04-06,2025-04-07
2025-04-08,stochastic_24h,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),40458.32200707735,40458.3220070773,-5.093170329928398e-11,2.7284841053187847e-12,0,0,144,28,6000.000000000005,6000.0,0.04048239999974612,2025-04-07,2025-03-10,2025-04-06,2025-04-07
2025-04-09,stochastic_48h,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),80187.58695455131,80187.58695455143,1.1641532182693481e-10,9.549694368615746e-12,0,0,288,28,8550.000000000004,6000.0,0.08554020000156015,2025-04-08,2025-03-11,2025-04-07,2025-04-08
2025-04-09,deterministic_48h,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),68983.8488437115,68983.84884371149,-1.4551915228366852e-11,7.275957614183426e-12,0,0,288,1,8550.000000000004,6000.0,0.010973299999022856,2025-04-08,2025-03-11,2025-04-07,2025-04-08
2025-04-09,stochastic_24h,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),40584.48627977203,40584.48627977193,-9.458744898438454e-11,1.8189894035458565e-12,0,0,144,28,6000.000000000003,6000.0,0.0410282999946503,2025-04-08,2025-03-11,2025-04-07,2025-04-08
2025-04-10,stochastic_48h,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),55044.68205970604,55044.682059705934,-1.0913936421275139e-10,1.0913936421275139e-11,0,0,288,28,8550.000000000007,6000.0,0.07880109999678098,2025-04-09,2025-03-12,2025-04-08,2025-04-09
2025-04-10,deterministic_48h,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),47536.9663916926,47536.966391692615,1.4551915228366852e-11,5.4569682106375694e-12,0,0,288,1,8550.000000000005,6000.0,0.009718400004203431,2025-04-09,2025-03-12,2025-04-08,2025-04-09
2025-04-10,stochastic_24h,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),41259.26349040829,41259.26349040821,-8.003553375601768e-11,3.637978807091713e-12,0,0,144,28,5999.999999999999,6000.0,0.04120110000076238,2025-04-09,2025-03-12,2025-04-08,2025-04-09
2025-04-11,stochastic_48h,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),31589.468674037857,31589.468674037857,0.0,7.275957614183426e-12,0,0,288,28,3620.9037841168174,6000.0,0.06522609999228735,2025-04-10,2025-03-13,2025-04-09,2025-04-10
2025-04-11,deterministic_48h,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),27953.453143947216,27953.453143947212,-3.637978807091713e-12,3.637978807091713e-12,0,0,288,1,3321.6327223443204,6000.0,0.009168000004137866,2025-04-10,2025-03-13,2025-04-09,2025-04-10
2025-04-11,stochastic_24h,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),15299.80950226592,15299.809502265922,1.8189894035458565e-12,5.4569682106375694e-12,0,0,144,28,5999.999999999999,6000.0,0.03498449998733122,2025-04-10,2025-03-13,2025-04-09,2025-04-10
2025-04-12,stochastic_48h,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),56741.13742502452,56741.13742502444,-8.003553375601768e-11,5.4569682106375694e-12,0,0,288,28,3587.374735927958,6000.0,0.0719775000034133,2025-04-11,2025-03-14,2025-04-10,2025-04-11
2025-04-12,deterministic_48h,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),49071.61156070287,49071.61156070286,-7.275957614183426e-12,3.637978807091713e-12,0,0,288,1,3271.420458536836,6000.0,0.009877400007098913,2025-04-11,2025-03-14,2025-04-10,2025-04-11
2025-04-12,stochastic_24h,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),15417.391037670144,15417.391037670119,-2.546585164964199e-11,3.637978807091713e-12,0,0,144,28,5999.999999999995,6000.0,0.0325855999981286,2025-04-11,2025-03-14,2025-04-10,2025-04-11
2025-04-13,stochastic_48h,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),78102.16946029155,78102.16946029179,2.3283064365386963e-10,5.4569682106375694e-12,0,0,288,28,8550.0,6000.0,0.091160600000876,2025-04-12,2025-03-15,2025-04-11,2025-04-12
2025-04-13,deterministic_48h,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),66664.42319061898,66664.423190619,1.4551915228366852e-11,5.4569682106375694e-12,0,0,288,1,8549.999999999996,6000.0,0.011439699999755248,2025-04-12,2025-03-15,2025-04-11,2025-04-12
2025-04-13,stochastic_24h,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),39850.5125440648,39850.51254406478,-1.4551915228366852e-11,4.547473508864641e-12,0,0,144,28,6000.000000000001,6000.0,0.04345440000179224,2025-04-12,2025-03-15,2025-04-11,2025-04-12
2025-04-14,stochastic_48h,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),77584.16561637128,77584.16561637136,8.731149137020111e-11,5.4569682106375694e-12,0,0,288,28,8549.999999999996,6000.0,0.08576700001140125,2025-04-13,2025-03-16,2025-04-12,2025-04-13
2025-04-14,deterministic_48h,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),66268.18840159634,66268.18840159632,-2.9103830456733704e-11,5.4569682106375694e-12,0,0,288,1,8549.999999999996,6000.0,0.012067699994076975,2025-04-13,2025-03-16,2025-04-12,2025-04-13
2025-04-14,stochastic_24h,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),39214.579113698994,39214.579113699,7.275957614183426e-12,1.8189894035458565e-12,0,0,144,28,5999.999999999996,6000.0,0.0447798000095645,2025-04-13,2025-03-16,2025-04-12,2025-04-13
2025-04-15,stochastic_48h,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),77005.5851824132,77005.58518241318,-1.4551915228366852e-11,7.275957614183426e-12,0,0,288,28,8549.999999999998,6000.0,0.08513710000261199,2025-04-14,2025-03-17,2025-04-13,2025-04-14
2025-04-15,deterministic_48h,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),65668.08772295303,65668.08772295303,0.0,1.0913936421275139e-11,0,0,288,1,8549.999999999998,6000.0,0.010579800000414252,2025-04-14,2025-03-17,2025-04-13,2025-04-14
2025-04-15,stochastic_24h,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),39155.83698740797,39155.83698740801,3.637978807091713e-11,5.6843418860808015e-12,0,0,144,28,6000.0,6000.0,0.047292100003687665,2025-04-14,2025-03-17,2025-04-13,2025-04-14
2025-04-16,stochastic_48h,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),76459.51068079424,76459.51068079451,2.764863893389702e-10,7.73070496506989e-12,0,0,288,28,8550.000000000005,6000.0,0.08573360000445973,2025-04-15,2025-03-18,2025-04-14,2025-04-15
2025-04-16,deterministic_48h,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),65153.463746726295,65153.463746726295,0.0,5.4569682106375694e-12,0,0,288,1,8549.999999999995,6000.0,0.009867899992968887,2025-04-15,2025-03-18,2025-04-14,2025-04-15
2025-04-16,stochastic_24h,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),38812.88652075561,38812.88652075561,0.0,3.637978807091713e-12,0,0,144,28,6000.0000000000055,6000.0,0.04274309999891557,2025-04-15,2025-03-18,2025-04-14,2025-04-15
2025-04-17,stochastic_48h,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),52825.993462894345,52825.99346289439,4.3655745685100555e-11,8.86757334228605e-12,0,0,288,28,8550.000000000005,6000.0,0.07777090001036413,2025-04-16,2025-03-19,2025-04-15,2025-04-16
2025-04-17,deterministic_48h,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),45385.730527182415,45385.73052718243,1.4551915228366852e-11,3.637978807091713e-12,0,0,288,1,8549.999999999998,6000.0,0.011425899996538647,2025-04-16,2025-03-19,2025-04-15,2025-04-16
2025-04-17,stochastic_24h,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),39411.965218861,39411.965218861034,3.637978807091713e-11,1.8189894035458565e-12,0,0,144,28,5999.999999999999,6000.0,0.046046000003116205,2025-04-16,2025-03-19,2025-04-15,2025-04-16
2025-04-18,stochastic_48h,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),30681.212393354766,30681.212393354715,-5.093170329928398e-11,4.547473508864641e-12,0,0,288,28,3253.1941978123796,6000.0,0.07162719999905676,2025-04-17,2025-03-20,2025-04-16,2025-04-17
2025-04-18,deterministic_48h,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),27069.98391059568,27069.98391059567,-1.0913936421275139e-11,5.4569682106375694e-12,0,0,288,1,2932.058928561255,6000.0,0.008302400005050004,2025-04-17,2025-03-20,2025-04-16,2025-04-17
2025-04-18,stochastic_24h,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),14921.795323207361,14921.795323207358,-3.637978807091713e-12,1.8189894035458565e-12,0,0,144,28,6000.0,6000.0,0.029890200006775558,2025-04-17,2025-03-20,2025-04-16,2025-04-17
2025-04-19,stochastic_48h,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),54776.23451418146,54776.234514181415,-4.3655745685100555e-11,3.637978807091713e-12,0,0,288,28,3094.709922883598,6000.0,0.0763887000066461,2025-04-18,2025-03-21,2025-04-17,2025-04-18
2025-04-19,deterministic_48h,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),47229.8798079674,47229.87980796739,-1.4551915228366852e-11,7.275957614183426e-12,0,0,288,1,2772.536917460321,6000.0,0.009795800011488609,2025-04-18,2025-03-21,2025-04-17,2025-04-18
2025-04-19,stochastic_24h,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),14804.731204170626,14804.731204170615,-1.0913936421275139e-11,3.637978807091713e-12,0,0,144,28,6000.000000000001,6000.0,0.03323879999516066,2025-04-18,2025-03-21,2025-04-17,2025-04-18
2025-04-20,stochastic_48h,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),76315.64345931057,76315.64345931103,4.656612873077393e-10,4.547473508864641e-12,0,0,288,28,8550.000000000002,6000.0,0.08572129999811295,2025-04-19,2025-03-22,2025-04-18,2025-04-19
2025-04-20,deterministic_48h,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),64724.65919282895,64724.659192828956,7.275957614183426e-12,9.094947017729282e-12,0,0,288,1,8550.0,6000.0,0.01106600000639446,2025-04-19,2025-03-22,2025-04-18,2025-04-19
2025-04-20,stochastic_24h,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),38833.88818781282,38833.88818781288,5.820766091346741e-11,1.8189894035458565e-12,0,0,144,28,6000.000000000004,6000.0,0.04431900000781752,2025-04-19,2025-03-22,2025-04-18,2025-04-19
2025-04-21,stochastic_48h,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),76328.91734944088,76328.91734944102,1.4551915228366852e-10,1.2732925824820995e-11,0,0,288,28,8550.000000000004,6000.0,0.08116919999883976,2025-04-20,2025-03-23,2025-04-19,2025-04-20
2025-04-21,deterministic_48h,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),64750.064152706764,64750.064152706764,0.0,3.637978807091713e-12,0,0,288,1,8550.000000000004,6000.0,0.010829599996213801,2025-04-20,2025-03-23,2025-04-19,2025-04-20
2025-04-21,stochastic_24h,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),38552.94970634835,38552.949706348416,6.548361852765083e-11,1.8189894035458565e-12,0,0,144,28,5999.999999999999,6000.0,0.04268279999087099,2025-04-20,2025-03-23,2025-04-19,2025-04-20
2025-04-22,stochastic_48h,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),74652.45330197658,74652.45330197676,1.7462298274040222e-10,1.2732925824820995e-11,0,0,288,28,8550.000000000007,6000.0,0.09069100000488106,2025-04-21,2025-03-24,2025-04-20,2025-04-21
2025-04-22,deterministic_48h,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),63246.68478206631,63246.68478206632,7.275957614183426e-12,4.547473508864641e-12,0,0,288,1,8550.0,6000.0,0.010348600000725128,2025-04-21,2025-03-24,2025-04-20,2025-04-21
2025-04-22,stochastic_24h,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),37944.895255813746,37944.89525581372,-2.9103830456733704e-11,7.275957614183426e-12,0,0,144,28,6000.000000000001,6000.0,0.04108819999964908,2025-04-21,2025-03-24,2025-04-20,2025-04-21
2025-04-23,stochastic_48h,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),74412.86193703914,74412.86193703908,-5.820766091346741e-11,1.3642420526593924e-11,0,0,288,28,8550.000000000011,6000.0,0.08933400000387337,2025-04-22,2025-03-25,2025-04-21,2025-04-22
2025-04-23,deterministic_48h,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),63325.02997591738,63325.02997591737,-7.275957614183426e-12,4.547473508864641e-12,0,0,288,1,7949.999999999996,6000.0,0.010555100001511164,2025-04-22,2025-03-25,2025-04-21,2025-04-22
2025-04-23,stochastic_24h,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),37832.25183385204,37832.25183385201,-2.9103830456733704e-11,4.547473508864641e-12,0,0,144,28,6000.000000000007,6000.0,0.04332320000685286,2025-04-22,2025-03-25,2025-04-21,2025-04-22
2025-04-24,stochastic_48h,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),50629.28207412727,50629.28207412733,5.820766091346741e-11,1.000444171950221e-11,0,0,288,28,8550.00000000001,6000.0,0.08281509998778347,2025-04-23,2025-03-26,2025-04-22,2025-04-23
2025-04-24,deterministic_48h,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),43442.0391727062,43442.03917270618,-2.1827872842550278e-11,5.4569682106375694e-12,0,0,288,1,8022.182531687732,6000.0,0.00919709999288898,2025-04-23,2025-03-26,2025-04-22,2025-04-23
2025-04-24,stochastic_24h,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),38001.34811314956,38001.34811314961,5.093170329928398e-11,3.637978807091713e-12,0,0,144,28,5999.999999999996,6000.0,0.042634800003725104,2025-04-23,2025-03-26,2025-04-22,2025-04-23
2025-04-25,stochastic_48h,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),29256.411598941013,29256.41159894104,2.546585164964199e-11,7.275957614183426e-12,0,0,288,28,2794.275660002044,6000.0,0.07426520000444725,2025-04-24,2025-03-27,2025-04-23,2025-04-24
2025-04-25,deterministic_48h,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),25806.526846870653,25806.52684687064,-1.0913936421275139e-11,5.4569682106375694e-12,0,0,288,1,2479.359310877083,6000.0,0.010014800005592406,2025-04-24,2025-03-27,2025-04-23,2025-04-24
2025-04-25,stochastic_24h,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),14099.975963408442,14099.975963408448,5.4569682106375694e-12,6.366462912410498e-12,0,0,144,28,6000.0,6000.0,0.032828600000357255,2025-04-24,2025-03-27,2025-04-23,2025-04-24
2025-04-26,stochastic_48h,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),51348.606342323714,51348.60634232369,-2.1827872842550278e-11,8.185452315956354e-12,0,0,288,28,2697.4436511192553,6000.0,0.08207179998862557,2025-04-25,2025-03-28,2025-04-24,2025-04-25
2025-04-26,deterministic_48h,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),44114.38933043636,44114.389330436374,1.4551915228366852e-11,5.4569682106375694e-12,0,0,288,1,2355.5801683760656,6000.0,0.010628199990605935,2025-04-25,2025-03-28,2025-04-24,2025-04-25
2025-04-26,stochastic_24h,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),14001.614443655219,14001.614443655219,0.0,4.092726157978177e-12,0,0,144,28,6000.0000000000055,6000.0,0.03545009999652393,2025-04-25,2025-03-28,2025-04-24,2025-04-25
2025-04-27,stochastic_48h,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),69917.75751064817,69917.75751064811,-5.820766091346741e-11,1.1823431123048067e-11,0,0,288,28,8550.000000000004,6000.0,0.08541580000019167,2025-04-26,2025-03-29,2025-04-25,2025-04-26
2025-04-27,deterministic_48h,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),59518.8737135111,59518.87371351107,-2.9103830456733704e-11,1.0913936421275139e-11,0,0,288,1,7950.000000000004,6000.0,0.012735399999655783,2025-04-26,2025-03-29,2025-04-25,2025-04-26
2025-04-27,stochastic_24h,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),35541.65916201066,35541.65916201062,-4.3655745685100555e-11,5.4569682106375694e-12,0,0,144,28,6000.000000000004,6000.0,0.044393400006811135,2025-04-26,2025-03-29,2025-04-25,2025-04-26
2025-04-28,stochastic_48h,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),70815.45381340238,70815.45381340229,-8.731149137020111e-11,1.4551915228366852e-11,0,0,288,28,8550.000000000011,6000.0,0.08447579998755828,2025-04-27,2025-03-30,2025-04-26,2025-04-27
2025-04-28,deterministic_48h,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),60614.2452136827,60614.2452136827,0.0,7.275957614183426e-12,0,0,288,1,7645.825320909651,6000.0,0.009320600001956336,2025-04-27,2025-03-30,2025-04-26,2025-04-27
2025-04-28,stochastic_24h,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),35908.95185734682,35908.95185734679,-3.637978807091713e-11,3.637978807091713e-12,0,0,144,28,6000.0000000000055,6000.0,0.036811099998885766,2025-04-27,2025-03-30,2025-04-26,2025-04-27
2025-04-29,stochastic_48h,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),73729.40353894987,73729.40353894996,8.731149137020111e-11,1.2732925824820995e-11,0,0,288,28,8550.000000000013,6000.0,0.08601530001033098,2025-04-28,2025-03-31,2025-04-27,2025-04-28
2025-04-29,deterministic_48h,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),62136.13455319686,62136.13455319687,7.275957614183426e-12,9.549694368615746e-12,0,0,288,1,7731.786405799761,6000.0,0.009529300004942343,2025-04-28,2025-03-31,2025-04-27,2025-04-28
2025-04-29,stochastic_24h,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),37178.33824428067,37178.338244280654,-1.4551915228366852e-11,1.8189894035458565e-12,0,0,144,28,6000.0,6000.0,0.0427202999999281,2025-04-28,2025-03-31,2025-04-27,2025-04-28
2025-04-30,stochastic_48h,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),73223.20376798042,73223.20376798061,1.8917489796876907e-10,1.3642420526593924e-11,0,0,288,28,8550.000000000011,6000.0,0.08469930000137538,2025-04-29,2025-04-01,2025-04-28,2025-04-29
2025-04-30,deterministic_48h,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),61345.14823895455,61345.14823895454,-7.275957614183426e-12,9.094947017729282e-12,0,0,288,1,7950.0000000000055,6000.0,0.011037400006898679,2025-04-29,2025-04-01,2025-04-28,2025-04-29
2025-04-30,stochastic_24h,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),37327.59542345171,37327.59542345173,1.4551915228366852e-11,7.275957614183426e-12,0,0,144,28,5999.999999999999,6000.0,0.0394621999876108,2025-04-29,2025-04-01,2025-04-28,2025-04-29
2025-05-01,stochastic_48h,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),49574.05149160474,49574.05149160471,-2.9103830456733704e-11,2.3646862246096134e-11,0,0,288,28,8550.000000000013,6000.0,0.07672930000990164,2025-04-30,2025-04-02,2025-04-29,2025-04-30
2025-05-01,deterministic_48h,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),42239.938701318955,42239.93870131895,-7.275957614183426e-12,5.4569682106375694e-12,0,0,288,1,7519.619660784399,6000.0,0.009080600008019246,2025-04-30,2025-04-02,2025-04-29,2025-04-30
2025-05-01,stochastic_24h,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),37033.36618820921,37033.36618820911,-1.0186340659856796e-10,3.637978807091713e-12,0,0,144,28,5999.999999999995,6000.0,0.040624699991894886,2025-04-30,2025-04-02,2025-04-29,2025-04-30
2025-05-02,stochastic_48h,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),29904.812582244253,29904.812582244183,-6.912159733474255e-11,1.8189894035458565e-12,0,0,288,28,2454.2911527167453,6000.0,0.0679392000020016,2025-05-01,2025-04-03,2025-04-30,2025-05-01
2025-05-02,deterministic_48h,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),25806.69037935904,25806.690379359043,3.637978807091713e-12,5.4569682106375694e-12,0,0,288,1,2135.665835215713,6000.0,0.008815599998342805,2025-05-01,2025-04-03,2025-04-30,2025-05-01
2025-05-02,stochastic_24h,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),14168.836303869772,14168.836303869795,2.3646862246096134e-11,2.7284841053187847e-12,0,0,144,28,6000.000000000002,6000.0,0.034965999991982244,2025-05-01,2025-04-03,2025-04-30,2025-05-01
2025-05-03,stochastic_48h,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),55301.63115205911,55301.63115205915,3.637978807091713e-11,3.637978807091713e-12,0,0,288,28,2553.910420390721,6000.0,0.07560199999716133,2025-05-02,2025-04-04,2025-05-01,2025-05-02
2025-05-03,deterministic_48h,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),46073.61471652461,46073.614716524615,7.275957614183426e-12,4.547473508864641e-12,0,0,288,1,2171.037712993485,6000.0,0.012484400009270757,2025-05-02,2025-04-04,2025-05-01,2025-05-02
2025-05-03,stochastic_24h,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),14778.209805418566,14778.209805418584,1.8189894035458565e-11,4.092726157978177e-12,0,0,144,28,6000.000000000002,6000.0,0.034684500002185814,2025-05-02,2025-04-04,2025-05-01,2025-05-02
2025-05-04,stochastic_48h,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),78478.54014317661,78478.54014317662,1.4551915228366852e-11,9.094947017729282e-12,0,0,288,28,8550.0,6000.0,0.0870920000015758,2025-05-03,2025-04-05,2025-05-02,2025-05-03
2025-05-04,deterministic_48h,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),64186.91294826253,64186.912948262514,-1.4551915228366852e-11,3.637978807091713e-12,0,0,288,1,8123.126690693835,6000.0,0.010438600002089515,2025-05-03,2025-04-05,2025-05-02,2025-05-03
2025-05-04,stochastic_24h,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),39483.61263329681,39483.61263329683,1.4551915228366852e-11,5.4569682106375694e-12,0,0,144,28,6000.000000000004,6000.0,0.04168170000775717,2025-05-03,2025-04-05,2025-05-02,2025-05-03
