date,method,grid_plan_kwh,charge_kwh,discharge_kwh,emergency_kwh,surplus_kwh,planned_cost_yuan,emergency_cost_yuan,total_cost_yuan,energy_start_kwh,energy_end_kwh,emergency_periods,energy_min_kwh,energy_max_kwh
2025-05-10,stochastic_24h,29570.474154945055,16000.0,12960.0,726.6795488553121,15136.108420467031,15230.738100092527,2966.2836544720044,18197.021754564532,5999.999999999998,5999.999999999996,37,1199.9999999999964,10799.999999999998
2025-05-11,stochastic_48h,65910.82154858227,21646.477112501692,17533.646461126373,830.328372298534,7144.24018617216,39289.249608277816,3549.331933063917,42838.58154134173,8550.0,8550.000000000002,38,1200.0000000000018,10800.0
2025-05-11,deterministic_48h,57014.28507653642,19822.736449430195,16056.416524038461,4404.091126556776,2167.9771943681317,33581.680447608145,19002.95187803651,52584.63232564465,8550.0,8549.999999999998,94,1199.9999999999982,10800.0
2025-05-11,no_storage,64935.1376418956,0.0,0.0,788.4041706501818,10239.462729212453,51057.99058526856,3486.7728358006825,54544.76342106924,6000.0,6000.0,36,6000.0,6000.0
2025-05-11,stochastic_24h,65910.82154858229,21646.477112501696,17533.646461126373,830.3283722985337,7144.240186172161,39297.599608277815,3549.331933063916,42846.93154134173,5999.999999999996,6000.0,38,1200.0,10800.0
2025-05-12,stochastic_48h,66518.37133804944,21815.487467948722,17670.54484903846,1099.7582868131854,11541.991772619045,39701.218891855366,3775.192184962745,43476.41107681811,8550.000000000002,8550.000000000004,34,1200.0000000000018,10800.000000000004
2025-05-12,deterministic_48h,57436.8829439617,19755.94217903496,16002.313165018317,3988.9359949633676,5740.994691575091,33772.94192738176,15566.383460223027,49339.32538760478,8549.999999999998,8550.000000000002,75,1200.0000000000018,10800.000000000002
2025-05-12,no_storage,65596.7750095696,0.0,0.0,504.97498141025517,14170.554757646518,51542.80367320872,2402.689655721995,53945.49332893072,6000.0,6000.0,27,6000.0,6000.0
2025-05-12,stochastic_24h,66518.37133804944,21815.48746794872,17670.54484903846,1099.7582868131854,11541.991772619045,39709.568891855364,3775.192184962745,43484.76107681811,6000.0,6000.000000000002,34,1199.9999999999982,10800.0
2025-05-13,stochastic_48h,66405.99848094222,21140.58842846968,17123.87662706044,212.62055320512866,9472.694466071427,39641.83396178479,938.3618491810219,40580.19581096581,8550.000000000004,8550.00000000001,18,1200.000000000009,10800.000000000007
2025-05-13,deterministic_48h,57105.82526140634,19122.663234315216,15489.357219795329,2353.024247069598,2696.330727289378,33629.48587134664,10910.298673035326,44539.78454438195,8550.000000000002,8550.0,66,1200.0,10800.0
2025-05-13,no_storage,64887.870318910245,0.0,0.0,185.81838653846148,11944.47593878205,50975.49346400608,884.7212415862401,51860.21470559232,6000.0,6000.0,16,6000.0,6000.0
2025-05-13,stochastic_24h,66405.9984809422,21140.58842846968,17123.87662706044,212.62055320512866,9472.694466071427,39650.18396178479,938.3618491810219,40588.54581096581,6000.000000000002,6000.000000000007,18,1200.0000000000073,10800.000000000005
2025-05-14,stochastic_48h,66257.83979094311,21012.467322582306,17020.098531291667,416.9118559523822,9668.234072271516,39523.44549076239,1628.233953131003,41151.67944389339,8550.00000000001,8550.000000000015,24,1200.0000000000136,10800.000000000013
2025-05-14,deterministic_48h,56760.77834195631,19245.846262368854,15589.135472518772,2838.7417367674016,2928.6605055402906,33395.20842388687,12689.799486096941,46085.007909983804,8550.0,8550.000000000002,78,1200.0000000000018,10800.000000000004
