日期,时段,计划购电量kWh,充电量kWh,放电量kWh,计划净供给kWh,净负载预测kWh,紧急购电量kWh
2025-02-01,0:10,1299.6116,833.3333,0.0000,466.2783,435.8276,0.0000
2025-02-01,0:20,1303.9971,833.3333,0.0000,470.6637,442.0721,0.0000
2025-02-01,0:30,496.8598,0.0000,0.0000,496.8598,462.0170,0.0000
2025-02-01,0:40,486.5780,0.0000,0.0000,486.5780,452.5108,0.0000
2025-02-01,0:50,496.1706,0.0000,0.0000,496.1706,458.4912,0.0000
2025-02-01,1:00,522.0488,0.0000,0.0000,522.0488,482.1331,0.0000
2025-02-01,1:10,514.5157,0.0000,0.0000,514.5157,476.8691,0.0000
2025-02-01,1:20,512.1221,0.0000,0.0000,512.1221,462.6185,0.0000
2025-02-01,1:30,505.4368,0.0000,0.0000,505.4368,464.5722,0.0000
2025-02-01,1:40,513.9116,0.0000,0.0000,513.9116,486.9059,0.0000
2025-02-01,1:50,532.4065,0.0000,0.0000,532.4065,499.1436,0.0000
2025-02-01,2:00,544.0614,0.0000,0.0000,544.0614,488.0205,0.0000
2025-02-01,2:10,509.5054,0.0000,0.0000,509.5054,470.7911,0.0000
2025-02-01,2:20,528.3352,0.0000,0.0000,528.3352,481.5322,0.0000
2025-02-01,2:30,584.5643,0.0000,0.0000,584.5643,506.1226,0.0000
2025-02-01,2:40,553.0726,0.0000,0.0000,553.0726,501.7456,0.0000
2025-02-01,2:50,569.5322,0.0000,0.0000,569.5322,515.8524,0.0000
2025-02-01,3:00,587.9451,0.0000,0.0000,587.9451,540.9179,0.0000
2025-02-01,3:10,553.6232,0.0000,0.0000,553.6232,519.6712,0.0000
2025-02-01,3:20,532.1838,0.0000,0.0000,532.1838,505.2611,0.0000
2025-02-01,3:30,552.8476,0.0000,0.0000,552.8476,509.6998,0.0000
2025-02-01,3:40,554.8478,0.0000,0.0000,554.8478,496.2466,0.0000
2025-02-01,3:50,569.0130,0.0000,0.0000,569.0130,508.2877,0.0000
2025-02-01,4:00,592.7198,0.0000,0.0000,592.7198,535.8315,0.0000
2025-02-01,4:10,554.6805,0.0000,0.0000,554.6805,523.1500,0.0000
2025-02-01,4:20,557.5228,0.0000,0.0000,557.5228,524.9833,0.0000
2025-02-01,4:30,605.8744,0.0000,0.0000,605.8744,549.7931,0.0000
2025-02-01,4:40,575.3965,0.0000,0.0000,575.3965,547.4431,0.0000
2025-02-01,4:50,573.3648,0.0000,0.0000,573.3648,531.8999,0.0000
2025-02-01,5:00,568.8168,0.0000,0.0000,568.8168,526.0339,0.0000
2025-02-01,5:10,563.5645,0.0000,0.0000,563.5645,539.4481,0.0000
2025-02-01,5:20,613.8151,0.0000,0.0000,613.8151,560.4011,0.0000
2025-02-01,5:30,635.1002,0.0000,0.0000,635.1002,570.7458,0.0000
2025-02-01,5:40,1448.8123,833.3333,0.0000,615.4789,558.7355,0.0000
2025-02-01,5:50,605.1318,0.0000,0.0000,605.1318,542.6027,0.0000
2025-02-01,6:00,0.0000,0.0000,589.1055,589.1055,540.0563,0.0000
2025-02-01,6:10,0.0000,0.0000,585.1735,585.1735,553.1365,0.0000
2025-02-01,6:20,0.0000,0.0000,592.5533,592.5533,556.0976,0.0000
2025-02-01,6:30,0.0000,0.0000,597.9235,597.9235,546.9193,0.0000
2025-02-01,6:40,0.0000,0.0000,589.3114,589.3114,548.1465,0.0000
2025-02-01,6:50,0.0000,0.0000,623.7343,623.7343,575.5778,0.0000
2025-02-01,7:00,0.0000,0.0000,629.7428,629.7428,589.3525,0.0000
2025-02-01,7:10,0.0000,0.0000,616.5089,616.5089,556.9322,0.0000
2025-02-01,7:20,244.4958,0.0000,305.2661,549.7619,494.2783,0.0000
2025-02-01,7:30,477.8377,0.0000,0.0000,477.8377,433.6031,0.0000
2025-02-01,7:40,447.2348,0.0000,0.0000,447.2348,396.7143,0.0000
2025-02-01,7:50,0.0000,0.0000,445.9491,445.9491,356.2594,0.0000
2025-02-01,8:00,0.0000,0.0000,542.8641,542.8641,300.2536,0.0000
2025-02-01,8:10,0.0000,0.0000,466.4375,466.4375,242.5049,0.0000
2025-02-01,8:20,0.0000,0.0000,405.9234,405.9234,189.0131,0.0000
2025-02-01,8:30,0.0000,0.0000,372.0579,372.0579,137.7351,0.0000
2025-02-01,8:40,0.0000,0.0000,311.2159,311.2159,89.9481,0.0000
2025-02-01,8:50,0.0000,0.0000,288.4871,288.4871,80.8329,0.0000
2025-02-01,9:00,0.0000,0.0000,250.1934,250.1934,96.6829,0.0000
2025-02-01,9:10,0.0000,0.0000,222.5805,222.5805,77.6678,0.0000
2025-02-01,9:20,0.0000,0.0000,184.3329,184.3329,11.1356,0.0000
2025-02-01,9:30,0.0000,0.0000,20.6388,20.6388,-58.4790,0.0000
2025-02-01,9:40,0.0000,0.0000,0.0000,0.0000,-74.2550,0.0000
2025-02-01,9:50,0.0000,0.0000,0.0000,0.0000,-104.3830,0.0000
2025-02-01,10:00,0.0000,0.0000,0.0000,0.0000,-167.2126,0.0000
2025-02-01,10:10,0.0000,28.1121,0.0000,-28.1121,-213.3753,0.0000
2025-02-01,10:20,0.0000,85.0167,0.0000,-85.0167,-248.2827,0.0000
2025-02-01,10:30,0.0000,99.6487,0.0000,-99.6487,-274.0285,0.0000
2025-02-01,10:40,0.0000,109.3541,0.0000,-109.3541,-284.8256,0.0000
2025-02-01,10:50,0.0000,95.0024,0.0000,-95.0024,-312.7157,0.0000
2025-02-01,11:00,161.5694,418.5719,0.0000,-257.0024,-347.4046,0.0000
2025-02-01,11:10,590.9629,833.3333,0.0000,-242.3704,-346.9424,0.0000
2025-02-01,11:20,578.9383,833.3333,0.0000,-254.3950,-348.5537,0.0000
2025-02-01,11:30,562.7658,833.3333,0.0000,-270.5676,-360.6877,0.0000
2025-02-01,11:40,572.7566,833.3333,0.0000,-260.5767,-356.9598,0.0000
2025-02-01,11:50,571.1181,833.3333,0.0000,-262.2152,-366.2934,0.0000
2025-02-01,12:00,566.3654,833.3333,0.0000,-266.9680,-388.3100,0.0000
2025-02-01,12:10,571.7586,833.3333,0.0000,-261.5747,-389.6488,0.0000
2025-02-01,12:20,581.2431,833.3333,0.0000,-252.0903,-379.4480,0.0000
2025-02-01,12:30,616.7838,833.3333,0.0000,-216.5495,-372.3585,0.0000
2025-02-01,12:40,583.6122,833.3333,0.0000,-249.7211,-371.2978,0.0000
2025-02-01,12:50,0.0000,236.0638,0.0000,-236.0638,-356.1698,0.0000
2025-02-01,13:00,0.0000,194.3663,0.0000,-194.3663,-336.4332,0.0000
2025-02-01,13:10,0.0000,200.6609,0.0000,-200.6609,-340.8732,0.0000
2025-02-01,13:20,0.0000,185.4754,0.0000,-185.4754,-336.3726,0.0000
2025-02-01,13:30,0.0000,181.1152,0.0000,-181.1152,-314.4233,0.0000
2025-02-01,13:40,0.0000,157.2186,0.0000,-157.2186,-298.2294,0.0000
2025-02-01,13:50,0.0000,119.2793,0.0000,-119.2793,-276.7142,0.0000
2025-02-01,14:00,0.0000,77.2176,0.0000,-77.2176,-246.9934,0.0000
2025-02-01,14:10,0.0000,76.5357,0.0000,-76.5357,-221.0817,0.0000
2025-02-01,14:20,0.0000,46.1053,0.0000,-46.1053,-201.0990,0.0000
2025-02-01,14:30,0.0000,23.5893,0.0000,-23.5893,-171.4087,0.0000
2025-02-01,14:40,0.0000,0.0000,17.8704,17.8704,-114.4389,0.0000
2025-02-01,14:50,0.0000,0.0000,30.7535,30.7535,-63.7712,0.0000
2025-02-01,15:00,32.0472,0.0000,0.0000,32.0472,-32.3484,0.0000
2025-02-01,15:10,91.1230,60.0295,0.0000,31.0935,0.0486,0.0000
2025-02-01,15:20,94.8550,0.0000,0.0000,94.8550,50.8520,3.0790
2025-02-01,15:30,177.4888,0.0000,0.0000,177.4888,112.3128,0.0000
2025-02-01,15:40,215.3759,0.0000,0.0000,215.3759,161.8137,0.0000
2025-02-01,15:50,249.3179,0.0000,0.0000,249.3179,212.3472,0.0000
2025-02-01,16:00,307.3579,0.0000,0.0000,307.3579,254.6805,0.0000
2025-02-01,16:10,316.6371,0.0000,0.0000,316.6371,269.2741,0.0000
2025-02-01,16:20,368.0532,0.0000,0.0000,368.0532,317.2046,0.0000
2025-02-01,16:30,427.2857,0.0000,0.0000,427.2857,395.2579,0.0000
2025-02-01,16:40,459.0001,0.0000,0.0000,459.0001,431.1749,0.0000
2025-02-01,16:50,451.2698,0.0000,0.0000,451.2698,417.3208,0.0000
2025-02-01,17:00,434.0111,0.0000,0.0000,434.0111,400.5819,0.0000
2025-02-01,17:10,494.5512,0.0000,0.0000,494.5512,437.2929,0.0000
2025-02-01,17:20,506.9068,0.0000,0.0000,506.9068,467.1832,0.0000
2025-02-01,17:30,500.2145,0.0000,0.0000,500.2145,475.2173,0.0000
2025-02-01,17:40,504.8937,0.0000,0.0000,504.8937,470.9675,0.0000
2025-02-01,17:50,506.2948,0.0000,0.0000,506.2948,467.9124,0.0000
2025-02-01,18:00,0.0000,0.0000,508.5115,508.5115,471.2892,0.0000
2025-02-01,18:10,0.0000,0.0000,505.9167,505.9167,479.0020,0.0000
2025-02-01,18:20,0.0000,0.0000,501.6510,501.6510,475.5987,0.0000
2025-02-01,18:30,0.0000,0.0000,487.3773,487.3773,458.2215,0.0000
2025-02-01,18:40,0.0000,0.0000,474.7676,474.7676,441.4463,0.0000
2025-02-01,18:50,0.0000,0.0000,484.4625,484.4625,443.1201,0.0000
2025-02-01,19:00,0.0000,0.0000,496.8200,496.8200,449.5683,0.0000
2025-02-01,19:10,0.0000,0.0000,472.3310,472.3310,434.5563,0.0000
2025-02-01,19:20,0.0000,0.0000,477.9779,477.9779,446.7937,0.0000
2025-02-01,19:30,0.0000,0.0000,512.2911,512.2911,477.7758,0.0000
2025-02-01,19:40,0.0000,0.0000,499.0561,499.0561,468.3186,0.0000
2025-02-01,19:50,0.0000,0.0000,485.1978,485.1978,459.4604,0.0000
2025-02-01,20:00,0.0000,0.0000,490.7546,490.7546,466.5626,0.0000
2025-02-01,20:10,0.0000,0.0000,490.6760,490.6760,463.4980,0.0000
2025-02-01,20:20,0.0000,0.0000,497.9375,497.9375,463.4841,0.0000
2025-02-01,20:30,0.0000,0.0000,501.6763,501.6763,467.7660,0.0000
2025-02-01,20:40,0.0000,0.0000,488.1950,488.1950,465.0707,0.0000
2025-02-01,20:50,236.7654,0.0000,264.4002,501.1656,481.2341,0.0000
2025-02-01,21:00,532.1006,0.0000,0.0000,532.1006,498.9032,0.0000
2025-02-01,21:10,505.6691,0.0000,0.0000,505.6691,473.5753,0.0000
2025-02-01,21:20,481.2344,0.0000,0.0000,481.2344,460.4265,22.0487
2025-02-01,21:30,518.9718,0.0000,0.0000,518.9718,481.7208,0.0000
2025-02-01,21:40,537.8495,0.0000,0.0000,537.8495,500.3651,0.0000
2025-02-01,21:50,512.4659,0.0000,0.0000,512.4659,477.7941,0.0000
2025-02-01,22:00,1289.9305,833.3333,0.0000,456.5972,428.3268,0.0000
2025-02-01,22:10,1275.9389,833.3333,0.0000,442.6056,405.2515,0.0000
2025-02-01,22:20,433.2708,0.0000,0.0000,433.2708,407.3207,0.0000
2025-02-01,22:30,1274.8091,833.3333,0.0000,441.4758,419.7956,0.0000
2025-02-01,22:40,1285.5693,833.3333,0.0000,452.2360,426.8267,0.0000
2025-02-01,22:50,1255.9555,833.3333,0.0000,422.6222,407.3034,0.0000
2025-02-01,23:00,1235.9901,833.3333,0.0000,402.6568,385.7104,29.1399
2025-02-01,23:10,1100.0469,666.6667,0.0000,433.3802,409.0864,0.0000
2025-02-01,23:20,1299.9528,833.3333,0.0000,466.6195,429.1350,0.0000
2025-02-01,23:30,1276.7467,833.3333,0.0000,443.4133,421.5367,0.0000
2025-02-01,23:40,1275.9574,833.3333,0.0000,442.6241,420.1645,0.0000
2025-02-01,23:50,524.4675,0.0000,0.0000,524.4675,493.1547,0.0000
2025-02-01,0:00+1,632.4329,0.0000,0.0000,632.4329,598.3022,0.0000
2025-02-02,0:10,1482.3491,833.3333,0.0000,649.0158,618.5651,0.0000
2025-02-02,0:20,1465.5709,833.3333,0.0000,632.2376,603.6460,0.0000
2025-02-02,0:30,636.5868,0.0000,0.0000,636.5868,601.7440,0.0000
2025-02-02,0:40,646.8441,0.0000,0.0000,646.8441,612.7769,0.0000
2025-02-02,0:50,654.1579,0.0000,0.0000,654.1579,616.4784,0.0000
2025-02-02,1:00,650.7548,0.0000,0.0000,650.7548,610.8391,0.0000
2025-02-02,1:10,651.5157,0.0000,0.0000,651.5157,613.8691,0.0000
2025-02-02,1:20,681.1175,0.0000,0.0000,681.1175,631.6140,0.0000
2025-02-02,1:30,688.4443,0.0000,0.0000,688.4443,647.5797,0.0000
2025-02-02,1:40,663.1444,0.0000,0.0000,663.1444,636.1387,0.0000
2025-02-02,1:50,645.7159,0.0000,0.0000,645.7159,612.4531,0.0000
2025-02-02,2:00,661.1224,0.0000,0.0000,661.1224,605.0816,0.0000
2025-02-02,2:10,671.6116,0.0000,0.0000,671.6116,632.8973,0.0000
2025-02-02,2:20,711.5881,0.0000,0.0000,711.5881,664.7851,0.0000
2025-02-02,2:30,751.4906,0.0000,0.0000,751.4906,673.0490,0.0000
2025-02-02,2:40,708.4418,0.0000,0.0000,708.4418,657.1148,0.0000
2025-02-02,2:50,712.2975,0.0000,0.0000,712.2975,658.6177,0.0000
2025-02-02,3:00,720.0943,0.0000,0.0000,720.0943,673.0671,0.0000
2025-02-02,3:10,694.4635,0.0000,0.0000,694.4635,660.5115,0.0000
2025-02-02,3:20,689.2147,0.0000,0.0000,689.2147,662.2920,0.0000
2025-02-02,3:30,718.4202,0.0000,0.0000,718.4202,675.2724,0.0000
2025-02-02,3:40,713.3772,0.0000,0.0000,713.3772,654.7761,0.0000
2025-02-02,3:50,709.7901,0.0000,0.0000,709.7901,649.0648,0.0000
2025-02-02,4:00,728.3912,0.0000,0.0000,728.3912,671.5028,0.0000
2025-02-02,4:10,716.9274,0.0000,0.0000,716.9274,685.3969,0.0000
2025-02-02,4:20,721.7825,0.0000,0.0000,721.7825,689.2430,0.0000
2025-02-02,4:30,747.4839,0.0000,0.0000,747.4839,691.4026,0.0000
2025-02-02,4:40,722.3271,0.0000,0.0000,722.3271,694.3738,0.0000
2025-02-02,4:50,718.9027,0.0000,0.0000,718.9027,677.4378,0.0000
2025-02-02,5:00,700.6274,0.0000,0.0000,700.6274,657.8446,0.0000
2025-02-02,5:10,702.7649,0.0000,0.0000,702.7649,678.6485,0.0000
2025-02-02,5:20,764.5337,0.0000,0.0000,764.5337,711.1197,0.0000
2025-02-02,5:30,774.7897,0.0000,0.0000,774.7897,710.4352,0.0000
2025-02-02,5:40,1563.7662,833.3333,0.0000,730.4328,673.6894,0.0000
2025-02-02,5:50,809.1824,0.0000,0.0000,809.1824,746.6533,0.0000
2025-02-02,6:00,938.8878,0.0000,0.0000,938.8878,890.1828,0.0000
2025-02-02,6:10,268.3542,0.0000,675.0000,943.3542,911.5699,0.0000
2025-02-02,6:20,918.0336,0.0000,0.0000,918.0336,889.9307,0.0000
2025-02-02,6:30,931.6971,0.0000,0.0000,931.6971,892.2087,0.0000
2025-02-02,6:40,936.1447,0.0000,0.0000,936.1447,896.6358,0.0000
2025-02-02,6:50,921.2351,0.0000,0.0000,921.2351,877.3837,0.0000
2025-02-02,7:00,865.0246,0.0000,0.0000,865.0246,829.5498,0.0000
2025-02-02,7:10,858.7669,0.0000,0.0000,858.7669,799.1902,0.0000
2025-02-02,7:20,811.2988,0.0000,0.0000,811.2988,755.8153,0.0000
2025-02-02,7:30,726.2992,0.0000,0.0000,726.2992,682.0646,0.0000
2025-02-02,7:40,1505.8092,833.3333,0.0000,672.4758,621.9554,0.0000
2025-02-02,7:50,771.3164,0.0000,0.0000,771.3164,727.7398,0.0000
2025-02-02,8:00,91.2957,0.0000,833.3333,924.6290,888.5237,0.0000
2025-02-02,8:10,60.1225,0.0000,833.3333,893.4558,824.8848,0.0000
2025-02-02,8:20,0.0000,0.0000,833.3333,833.3333,733.0005,0.0000
2025-02-02,8:30,0.0000,0.0000,799.3781,799.3781,709.6168,0.0000
2025-02-02,8:40,0.0000,0.0000,719.7418,719.7418,660.1715,0.0000
2025-02-02,8:50,0.0000,0.0000,671.1022,671.1022,609.0237,0.0000
2025-02-02,9:00,0.0000,0.0000,656.3988,656.3988,569.1560,0.0000
2025-02-02,9:10,0.0000,0.0000,573.7301,573.7301,516.2560,0.0000
2025-02-02,9:20,0.0000,0.0000,489.1117,489.1117,451.4027,0.0000
2025-02-02,9:30,0.0000,0.0000,446.6477,446.6477,391.7560,0.0000
2025-02-02,9:40,334.8461,0.0000,83.1088,417.9549,353.9075,0.0000
2025-02-02,9:50,0.0000,0.0000,376.9013,376.9013,316.2771,0.0000
2025-02-02,10:00,0.0000,0.0000,311.3767,311.3767,273.1700,0.0000
2025-02-02,10:10,0.0000,0.0000,296.9968,296.9968,237.9602,0.0000
2025-02-02,10:20,0.0000,0.0000,254.6832,254.6832,199.5594,0.0000
2025-02-02,10:30,0.0000,0.0000,231.0740,231.0740,171.8742,0.0000
2025-02-02,10:40,0.0000,0.0000,229.7487,229.7487,177.2806,0.0000
2025-02-02,10:50,223.5875,0.0000,0.0000,223.5875,150.6022,0.0000
2025-02-02,11:00,1022.2008,833.3333,0.0000,188.8674,98.4652,0.0000
2025-02-02,11:10,1032.6427,833.3333,0.0000,199.3094,94.7374,0.0000
2025-02-02,11:20,1034.7005,833.3333,0.0000,201.3671,107.2084,0.0000
2025-02-02,11:30,1024.6034,833.3333,0.0000,191.2701,101.1500,0.0000
2025-02-02,11:40,1000.8695,833.3333,0.0000,167.5362,71.1531,0.0000
2025-02-02,11:50,966.9582,833.3333,0.0000,133.6248,29.5467,0.0000
2025-02-02,12:00,961.1603,833.3333,0.0000,127.8270,6.4849,0.0000
2025-02-02,12:10,986.7338,833.3333,0.0000,153.4004,25.3263,0.0000
2025-02-02,12:20,990.9459,833.3333,0.0000,157.6126,30.2548,0.0000
2025-02-02,12:30,995.4080,833.3333,0.0000,162.0747,6.2657,0.0000
2025-02-02,12:40,954.0156,833.3333,0.0000,120.6823,-0.8944,0.0000
2025-02-02,12:50,999.3726,833.3333,0.0000,166.0393,50.7578,0.0000
2025-02-02,13:00,223.6826,0.0000,0.0000,223.6826,116.3636,0.0000
2025-02-02,13:10,224.5066,0.0000,0.0000,224.5066,108.0764,0.0000
2025-02-02,13:20,220.5084,0.0000,0.0000,220.5084,103.0732,0.0000
2025-02-02,13:30,225.4732,0.0000,0.0000,225.4732,130.6199,0.0000
2025-02-02,13:40,240.5556,0.0000,0.0000,240.5556,145.9672,0.0000
2025-02-02,13:50,262.8691,0.0000,0.0000,262.8691,167.3834,0.0000
2025-02-02,14:00,0.0000,0.0000,320.6967,320.6967,199.4619,0.0000
2025-02-02,14:10,0.0000,0.0000,346.3658,346.3658,224.4434,0.0000
2025-02-02,14:20,0.0000,0.0000,393.2533,393.2533,256.0003,0.0000
2025-02-02,14:30,0.0000,0.0000,395.8526,395.8526,297.0343,0.0000
2025-02-02,14:40,0.0000,0.0000,405.4700,405.4700,335.0390,0.0000
2025-02-02,14:50,0.0000,0.0000,462.9887,462.9887,371.5762,0.0000
2025-02-02,15:00,1306.2544,833.3333,0.0000,472.9211,408.5256,0.0000
2025-02-02,15:10,1310.4504,833.3333,0.0000,477.1170,446.0722,0.0000
2025-02-02,15:20,1371.4900,833.3333,0.0000,538.1567,491.0747,0.0000
2025-02-02,15:30,1446.5196,833.3333,0.0000,613.1863,548.0103,0.0000
2025-02-02,15:40,867.6139,203.2431,0.0000,664.3708,610.8087,0.0000
2025-02-02,15:50,686.5697,0.0000,0.0000,686.5697,649.5990,0.0000
2025-02-02,16:00,727.7200,0.0000,0.0000,727.7200,675.0427,0.0000
2025-02-02,16:10,774.8365,0.0000,0.0000,774.8365,727.4735,0.0000
2025-02-02,16:20,832.4150,0.0000,0.0000,832.4150,781.5664,0.0000
2025-02-02,16:30,859.0001,0.0000,0.0000,859.0001,826.9723,0.0000
2025-02-02,16:40,906.7740,0.0000,0.0000,906.7740,878.9488,0.0000
2025-02-02,16:50,962.1373,0.0000,0.0000,962.1373,928.1883,0.0000
2025-02-02,17:00,1006.2441,0.0000,0.0000,1006.2441,972.8150,0.0000
2025-02-02,17:10,1074.2995,0.0000,0.0000,1074.2995,1017.0411,0.0000
2025-02-02,17:20,1068.8682,0.0000,0.0000,1068.8682,1029.1446,0.0000
2025-02-02,17:30,1067.6798,0.0000,0.0000,1067.6798,1042.6826,0.0000
2025-02-02,17:40,1101.5835,0.0000,0.0000,1101.5835,1067.6573,0.0000
2025-02-02,17:50,979.3569,0.0000,0.0000,979.3569,940.9745,0.0000
2025-02-02,18:00,774.0776,0.0000,0.0000,774.0776,736.8552,0.0000
2025-02-02,18:10,742.3028,0.0000,0.0000,742.3028,715.3881,0.0000
2025-02-02,18:20,768.5325,0.0000,0.0000,768.5325,742.4802,0.0000
2025-02-02,18:30,752.7869,0.0000,0.0000,752.7869,723.6311,2.4898
2025-02-02,18:40,737.1724,0.0000,0.0000,737.1724,703.8510,17.4300
2025-02-02,18:50,394.7820,0.0000,357.7182,752.5003,717.1672,0.0000
2025-02-02,19:00,0.0000,0.0000,780.7668,780.7668,739.5558,0.0000
2025-02-02,19:10,0.0000,0.0000,754.7672,754.7672,719.9524,0.0000
2025-02-02,19:20,0.0000,0.0000,741.7705,741.7705,711.2377,0.0000
2025-02-02,19:30,0.0000,0.0000,763.0726,763.0726,729.7561,0.0000
2025-02-02,19:40,0.0000,0.0000,766.3546,766.3546,736.4320,0.0000
2025-02-02,19:50,0.0000,0.0000,747.9654,747.9654,723.4294,0.0000
2025-02-02,20:00,0.0000,0.0000,721.4192,721.4192,702.2286,0.0000
2025-02-02,20:10,0.0000,0.0000,719.9467,719.9467,694.2334,0.0000
2025-02-02,20:20,0.0000,0.0000,749.9550,749.9550,715.7048,0.0000
2025-02-02,20:30,0.0000,0.0000,772.0406,772.0406,745.3841,0.0000
2025-02-02,20:40,0.0000,0.0000,764.2231,764.2231,741.0988,0.0000
2025-02-02,20:50,741.0519,0.0000,0.0000,741.0519,721.1205,0.0000
2025-02-02,21:00,744.2418,0.0000,0.0000,744.2418,711.0445,0.0000
2025-02-02,21:10,752.1976,0.0000,0.0000,752.1976,720.1039,0.0000
2025-02-02,21:20,751.9201,0.0000,0.0000,751.9201,726.3577,0.0000
2025-02-02,21:30,772.4544,0.0000,0.0000,772.4544,735.2034,0.0000
2025-02-02,21:40,795.4205,0.0000,0.0000,795.4205,757.9360,0.0000
2025-02-02,21:50,730.7274,0.0000,0.0000,730.7274,696.0556,0.0000
2025-02-02,22:00,1439.0806,833.3333,0.0000,605.7473,577.4769,0.0000
2025-02-02,22:10,1408.6531,833.3333,0.0000,575.3198,537.9657,0.0000
2025-02-02,22:20,556.7197,0.0000,0.0000,556.7197,530.7696,0.0000
2025-02-02,22:30,1386.8239,833.3333,0.0000,553.4906,531.8104,0.0000
2025-02-02,22:40,1425.0631,833.3333,0.0000,591.7297,566.3205,0.0000
2025-02-02,22:50,1428.6078,833.3333,0.0000,595.2745,579.9557,0.0000
2025-02-02,23:00,1426.7584,833.3333,0.0000,593.4250,569.8966,0.0000
2025-02-02,23:10,1274.4364,666.6667,0.0000,607.7698,583.4759,0.0000
2025-02-02,23:20,1453.2881,833.3333,0.0000,619.9547,582.4702,0.0000
2025-02-02,23:30,1420.5121,833.3333,0.0000,587.1788,565.3021,0.0000
2025-02-02,23:40,1429.7916,833.3333,0.0000,596.4583,573.9987,0.0000
2025-02-02,23:50,621.5842,0.0000,0.0000,621.5842,590.2715,0.0000
2025-02-02,0:00+1,627.4490,0.0000,0.0000,627.4490,593.3183,0.0000
2025-02-03,0:10,1447.5395,833.3333,0.0000,614.2062,583.7555,0.0000
2025-02-03,0:20,1449.8718,833.3333,0.0000,616.5385,587.9469,0.0000
2025-02-03,0:30,636.4329,0.0000,0.0000,636.4329,601.5901,0.0000
2025-02-03,0:40,631.3103,0.0000,0.0000,631.3103,597.2431,0.0000
2025-02-03,0:50,633.3434,0.0000,0.0000,633.3434,595.6640,0.0000
2025-02-03,1:00,646.2197,0.0000,0.0000,646.2197,606.3040,0.0000
2025-02-03,1:10,654.2633,0.0000,0.0000,654.2633,616.6167,0.0000
2025-02-03,1:20,670.9909,0.0000,0.0000,670.9909,621.4874,0.0000
2025-02-03,1:30,665.8519,0.0000,0.0000,665.8519,624.9873,0.0000
2025-02-03,1:40,659.3877,0.0000,0.0000,659.3877,632.3820,0.0000
2025-02-03,1:50,660.0560,0.0000,0.0000,660.0560,626.7931,0.0000
2025-02-03,2:00,672.3749,0.0000,0.0000,672.3749,616.3341,0.0000
2025-02-03,2:10,667.1319,0.0000,0.0000,667.1319,628.4176,0.0000
2025-02-03,2:20,692.4811,0.0000,0.0000,692.4811,645.6781,0.0000
2025-02-03,2:30,727.7935,0.0000,0.0000,727.7935,649.3518,0.0000
2025-02-03,2:40,691.1678,0.0000,0.0000,691.1678,639.8408,0.0000
2025-02-03,2:50,705.0167,0.0000,0.0000,705.0167,651.3369,0.0000
2025-02-03,3:00,720.1029,0.0000,0.0000,720.1029,673.0757,0.0000
2025-02-03,3:10,694.2340,0.0000,0.0000,694.2340,660.2820,0.0000
2025-02-03,3:20,670.8972,0.0000,0.0000,670.8972,643.9745,9.2314
2025-02-03,3:30,687.6101,0.0000,0.0000,687.6101,644.4623,0.0000
2025-02-03,3:40,711.8968,0.0000,0.0000,711.8968,653.2956,0.0000
2025-02-03,3:50,728.3897,0.0000,0.0000,728.3897,667.6644,0.0000
2025-02-03,4:00,736.5662,0.0000,0.0000,736.5662,679.6779,0.0000
2025-02-03,4:10,713.1066,0.0000,0.0000,713.1066,681.5761,0.0000
2025-02-03,4:20,724.4299,0.0000,0.0000,724.4299,691.8904,0.0000
2025-02-03,4:30,757.2778,0.0000,0.0000,757.2778,701.1964,0.0000
2025-02-03,4:40,708.3929,0.0000,0.0000,708.3929,680.4396,0.0000
2025-02-03,4:50,701.1271,0.0000,0.0000,701.1271,659.6622,0.0000
2025-02-03,5:00,708.6775,0.0000,0.0000,708.6775,665.8947,0.0000
2025-02-03,5:10,721.4525,0.0000,0.0000,721.4525,697.3361,0.0000
2025-02-03,5:20,764.5121,0.0000,0.0000,764.5121,711.0981,0.0000
2025-02-03,5:30,754.2111,0.0000,0.0000,754.2111,689.8567,0.0000
2025-02-03,5:40,1559.9944,833.3333,0.0000,726.6610,669.9176,0.0000
2025-02-03,5:50,814.5947,0.0000,0.0000,814.5947,752.0656,0.0000
2025-02-03,6:00,928.5570,0.0000,0.0000,928.5570,879.8520,0.0000
2025-02-03,6:10,246.0414,0.0000,675.0000,921.0414,889.2570,0.0000
2025-02-03,6:20,903.0250,0.0000,0.0000,903.0250,874.9222,0.0000
2025-02-03,6:30,937.3362,0.0000,0.0000,937.3362,897.8478,0.0000
2025-02-03,6:40,954.5408,0.0000,0.0000,954.5408,915.0319,0.0000
2025-02-03,6:50,932.1795,0.0000,0.0000,932.1795,888.3281,0.0000
2025-02-03,7:00,856.7002,0.0000,0.0000,856.7002,821.2255,0.0000
2025-02-03,7:10,839.8302,0.0000,0.0000,839.8302,780.2536,0.0000
2025-02-03,7:20,792.1809,0.0000,0.0000,792.1809,736.6974,0.0000
2025-02-03,7:30,704.9616,0.0000,0.0000,704.9616,660.7270,0.0000
2025-02-03,7:40,1467.4801,833.3333,0.0000,634.1468,583.6263,0.0000
2025-02-03,7:50,723.9652,0.0000,0.0000,723.9652,680.3886,0.0000
2025-02-03,8:00,58.5218,0.0000,833.3333,891.8551,855.7498,0.0000
2025-02-03,8:10,56.0276,0.0000,833.3333,889.3609,820.7899,0.0000
