date,planned_cost_yuan,increase_cost_yuan,cancellation_refund_yuan,breach_cost_yuan,adjustment_net_yuan,emergency_cost_yuan,total_cost_yuan,original_kwh,adjusted_kwh,increase_kwh,decrease_kwh,emergency_kwh,dump_kwh,charge_kwh,discharge_kwh,energy_start_kwh,energy_end_kwh,lp_eq_max,lp_ineq_max,max_tree_nodes,raw_simultaneous_slots
2025-02-01,17110.07519901522,16.299356577091693,139.82177409134545,69.91088704567272,-53.61153046858102,600.8526742904141,17657.316342837054,39118.849517931434,38690.15357109748,16.387422901590227,445.08336973555333,182.66287321453825,5972.441908774048,14958.940011603321,16436.741409398688,6000.0,1200.0,1.8189894035458565e-12,1.1368683772161603e-13,7,0
2025-02-02,61978.54130715855,141.44875535514342,596.2610600780299,298.13053003901496,-156.68177468387154,731.7847062458429,62553.644238720524,88959.79078569925,88257.95780261882,98.07229993663339,799.9052830170582,157.48063485949322,5399.573079001855,24524.144255139345,19864.556846662876,1200.0,1200.0,1.8189894035458565e-12,1.1368683772161603e-13,7,0
2025-02-03,62006.41184428667,2.7233409760924694,513.4394490516296,256.7197245258148,-253.9963835497223,3121.1882275860694,64873.60368832301,87680.88181260793,87063.61265832942,1.9874774501678303,619.2566317286729,735.0088584909549,3045.1276482342287,23876.722992558658,19340.145623972512,1200.0,1200.0,1.8189894035458565e-12,1.1368683772161603e-13,7,0
2025-02-04,62061.4167689695,360.8052068662291,99.57897589484229,49.789487947421144,311.01571891880803,4154.76719074608,66527.19967863438,87710.59466600993,87843.51934216381,285.04088262112157,152.11620646724964,930.9941396049226,2910.770394492509,24573.048090927463,19904.168953651246,1200.0,1200.0,1.8189894035458565e-12,1.1368683772161603e-13,7,0
2025-02-05,60209.30031879844,953.5311706553841,27.354337237843943,13.677168618921971,939.8540020364622,5582.964787923851,66732.11910875875,85161.54302376209,85972.39536184663,837.8962925072916,27.043954422747433,1268.6246880380625,1995.3125657757491,23669.897372503234,19172.616871727623,1200.0,1200.0,1.8189894035458565e-12,2.2737367544323206e-13,7,0
2025-02-06,61515.154276634945,0.0,1152.2852040277353,576.1426020138676,-576.1426020138676,6034.85431747023,66973.8659920913,86885.61237064424,85564.82821386108,0.0,1320.7841567831815,1307.7815206199255,2031.140319875024,24054.801041785813,19484.388843846504,1200.0,1200.0,1.8189894035458565e-12,1.1368683772161603e-13,7,0
2025-02-07,16924.38591652632,0.0,211.91448169713698,105.95724084856849,-105.95724084856849,2242.9240319494093,19061.352707627157,40386.907177525834,39800.86401884237,0.0,586.0431586834661,657.4308528368114,4867.953250134249,19919.27344672769,16134.61149184943,1200.0,1200.0,1.8189894035458565e-12,1.1368683772161603e-13,7,0
2025-02-08,15588.800897836232,69.35286518214491,0.0,0.0,69.35286518214491,2813.542872631047,18471.696635649423,37381.21462647411,37453.99387810375,72.77925162963903,0.0,838.5854913330917,3040.7221414739015,19340.497427875132,15665.802916578861,1200.0,1200.0,9.094947017729282e-13,1.1368683772161603e-13,7,0
2025-02-09,58590.10560479763,1002.0539170854454,0.0,0.0,1002.0539170854454,5299.305435081531,64891.4649569646,83716.59931532253,84562.2454484677,845.6461331451683,0.0,1275.722155834643,1785.6379990683458,23667.966518775418,19171.052880208084,1200.0,1200.0,1.8189894035458565e-12,2.2737367544323206e-13,7,0
2025-02-10,56593.94289185852,19.415735633710295,1533.3669186509997,766.6834593254998,-747.2677236917896,2342.1752832469842,58188.85045141372,83243.372949752,81187.65001201749,14.547540387652589,2070.270478122162,629.4524108021424,3151.189335087078,22838.292128416986,18499.016624017757,1200.0,1200.0,9.094947017729282e-13,1.1368683772161603e-13,7,0
