date,planned_cost_yuan,increase_cost_yuan,cancellation_refund_yuan,breach_cost_yuan,adjustment_net_yuan,emergency_cost_yuan,total_cost_yuan,original_kwh,adjusted_kwh,increase_kwh,decrease_kwh,emergency_kwh,dump_kwh,charge_kwh,discharge_kwh,energy_start_kwh,energy_end_kwh,lp_eq_max,lp_ineq_max,max_tree_nodes,raw_simultaneous_slots
2025-02-01,24579.722616517753,0.0,0.0,0.0,0.0,437.1940931606459,25016.9167096784,48036.09269618331,48036.09269618331,0.0,0.0,119.01777793650825,9239.587442076398,22336.672680676165,17799.325581966084,6000.0,8428.291754873715,1.8189894035458565e-12,1.1368683772161603e-13,1,0
2025-02-02,56116.4890808882,0.0,0.0,0.0,0.0,263.49546686063843,56379.984547748834,89959.12328686804,89959.12328686804,0.0,0.0,42.062150093537525,9132.978635707712,25119.288512538813,22607.35966128493,8428.291754873715,8428.291754873715,9.094947017729282e-13,1.1368683772161603e-13,1,0
2025-02-03,54381.689831936965,0.0,0.0,0.0,0.0,1066.0999967709959,55447.78982870795,87433.81558532303,87433.81558532303,0.0,0.0,289.8439309406661,5025.593830167596,24811.49186096105,22330.342674864947,8428.291754873715,8428.291754873715,1.8189894035458565e-12,1.1368683772161603e-13,1,0
2025-02-04,53978.611122548464,0.0,0.0,0.0,0.0,4316.945469839491,58295.55659238795,86888.75954650601,86888.75954650601,0.0,0.0,1097.374157755722,4327.344427040336,24639.253272214166,22175.32794499275,8428.291754873715,8428.291754873715,9.094947017729282e-13,1.1368683772161603e-13,1,0
2025-02-05,53441.7026186647,0.0,0.0,0.0,0.0,3135.243809835311,56576.94642850001,86039.77744113337,86039.77744113337,0.0,0.0,823.1288646451055,3652.3316256889075,24621.476967562347,22159.329270806113,8428.291754873715,8428.291754873715,1.8189894035458565e-12,1.1368683772161603e-13,1,0
2025-02-06,53302.735068057606,0.0,0.0,0.0,0.0,2317.3537056603946,55620.088773718,85615.48560322702,85615.48560322702,0.0,0.0,516.1299114577056,3876.580407004484,24082.3586806381,22098.380789624523,8428.291754873715,7981.084580548984,1.8189894035458565e-12,1.1368683772161603e-13,1,0
2025-02-07,20699.673196051874,0.0,0.0,0.0,0.0,1999.9871700678996,22699.66036611977,40289.98415044813,40289.98415044813,0.0,0.0,436.66609569810726,7491.267418367888,18413.74165890592,16984.038497794238,7981.084580548984,7547.145239965177,9.094947017729282e-13,1.1368683772161603e-13,1,0
2025-02-08,20699.216224866956,0.0,0.0,0.0,0.0,1060.3829388622546,21759.59916372921,40294.49983145299,40294.49983145299,0.0,0.0,241.10662270341263,6173.511713184279,19490.030424763125,16705.098400457668,7547.145239965177,8428.291754873715,1.8189894035458565e-12,1.1368683772161603e-13,1,0
2025-02-09,52048.734681523776,0.0,0.0,0.0,0.0,4152.230076355951,56200.96475787972,83913.07160315201,83913.07160315201,0.0,0.0,1224.0335667072832,3142.218059575008,24394.711436176236,21955.240292558614,8428.291754873715,8428.291754873715,1.8189894035458565e-12,1.1368683772161603e-13,1,0
2025-02-10,52614.54790629899,0.0,0.0,0.0,0.0,410.2548327012097,53024.8027390002,84804.04179948797,84804.04179948797,0.0,0.0,133.85007003968258,8150.003428030976,24612.50858163353,22151.25772347018,8428.291754873715,8428.291754873715,9.094947017729282e-13,1.1368683772161603e-13,1,0
2025-02-11,51873.961698759565,0.0,0.0,0.0,0.0,389.525069662107,52263.48676842167,83871.93201407092,83871.93201407092,0.0,0.0,98.22187924973741,6302.1728563929755,24473.839035943492,22026.455132349147,8428.291754873715,8428.291754873715,1.8189894035458565e-12,1.1368683772161603e-13,1,0
2025-02-12,51423.499461151725,0.0,0.0,0.0,0.0,1555.8292509959294,52979.32871214765,83112.18257814337,83112.18257814337,0.0,0.0,372.3806797192549,5800.656756458386,24171.70368070918,21754.53331263826,8428.291754873715,8428.291754873715,9.094947017729282e-13,1.1368683772161603e-13,1,0
2025-02-13,50355.98591028492,0.0,0.0,0.0,0.0,677.3483117405071,51033.334222025434,80964.55613057775,80964.55613057775,0.0,0.0,246.72350815759717,8756.201739185268,22938.854402907906,21813.2555200245,8428.291754873715,7196.809594485588,9.094947017729282e-13,1.1368683772161603e-13,1,0
2025-02-14,18590.5513581222,0.0,0.0,0.0,0.0,2372.661532342794,20963.212890464998,35991.98989761781,35991.98989761781,0.0,0.0,700.9674499489013,5440.851144864568,17490.439573960175,16040.135187924703,7196.809594485588,6881.910436911678,9.094947017729282e-13,1.1368683772161603e-13,1,0
2025-02-15,19235.939964293008,0.0,0.0,0.0,0.0,1494.5709722239656,20730.510936516977,37477.95453812936,37477.95453812936,0.0,0.0,403.2352018923929,5223.530752767931,19105.417584858893,15727.849697605081,6881.910436911678,8428.291754873715,9.094947017729282e-13,1.1368683772161603e-13,1,0
2025-02-16,48836.6011947067,0.0,0.0,0.0,0.0,4684.4834549476745,53521.08464965437,79494.20874464663,79494.20874464663,0.0,0.0,1197.8475825405537,2956.595801600394,23580.814255867856,21222.732830281067,8428.291754873715,8428.291754873715,9.094947017729282e-13,1.1368683772161603e-13,1,0
