name,days,initial_energy_kwh,final_energy_kwh,first_residual_index,seconds,planned_cost_yuan,emergency_cost_yuan,total_cost_yuan,g_kwh,c_kwh,d_kwh,emergency_kwh,dump_kwh,h1_cost_yuan,h2_cost_yuan,saving_yuan,saving_percent
uniform56,334,8550.0,6000.0,0,58.99345088005066,13508190.545332527,893806.4311245969,14401996.976457123,22170625.758447576,6901766.497352803,5592725.862855772,237775.35158211715,3160170.980565994,6012618.079453788,8389378.897003334,0.0,0.0
half_life7,334,8550.0,6000.0,0,43.534889221191406,13470128.131792095,974247.9033752717,14444376.035167366,22111552.851534363,6890553.082595713,5583642.996902529,258228.71469033498,3123681.9855648456,6023393.762919887,8420982.27224748,-42379.05871024355,-0.29425821140998987
half_life14,334,8550.0,6000.0,0,40.96454429626465,13482107.627641633,922163.9430474244,14404271.570689056,22131589.05864685,6892364.699372524,5585110.406491745,244460.9241468143,3129606.194946219,6005749.95374481,8398521.616944248,-2274.5942319333553,-0.015793603037492814
half_life28,334,8550.0,6000.0,0,43.45148205757141,13495016.592288936,896363.5120186732,14391380.104307607,22150116.906307697,6893998.790188735,5586434.020052876,237997.1386724787,3141359.7798776515,6001276.980195867,8390103.124111742,10616.872149515897,0.07371805567569031
online_primary,334,8550.0,6000.0,0,40.99125003814697,13461261.911911566,938748.6373306541,14400010.54924222,22099181.128222287,6884711.037492156,5578910.940368647,248441.61982545338,3102633.1559575647,6008462.367029894,8391548.182212327,1986.4272149018943,0.013792720677202597
