planned_cost_yuan,increase_cost_yuan,cancellation_refund_yuan,breach_cost_yuan,adjustment_net_yuan,emergency_cost_yuan,total_cost_yuan,original_kwh,adjusted_kwh,increase_kwh,decrease_kwh,emergency_kwh,dump_kwh,mode,source,update_hours,days,initial_energy_kwh,final_energy_kwh,seconds
79094.94276168283,154.46908595738148,736.0828341693754,368.0414170846877,-213.57233112730617,1313.301601860425,80194.67203241595,128103.7147657816,126973.71188788253,114.98577485353671,1244.9886527526114,333.9340514073655,11368.170791112892,all,fusion,"[0, 6, 12, 18]",2,6000.0,1200.0,0.4177989959716797
