日期,模型,计划购电费_元,紧急购电费_元,实际总成本_元,计划购电量_kWh,紧急购电量_kWh,紧急购电次数,弃电量_kWh,期初储能_kWh,期末储能_kWh,CVaR紧急成本_元,净负荷RMSE_kWh,净负荷MAE_kWh,80分位覆盖率,季度
2025-02-24,GBDT分位数主模型,48414.79040686741,3279.3431647764683,51694.13357164388,78396.47111485137,771.4964856115374,36,6358.846221646396,1200.0,1200.0,3033.9234759997667,34.95367594225747,26.786651740079524,0.75,Q1
2025-02-25,GBDT分位数主模型,49911.514962371955,2115.3537531407055,52026.86871551266,80496.10410201973,639.8729078114211,31,10694.713673047423,1200.0,1200.0,2461.8619276984605,69.83793124071926,45.24837243064829,0.75,Q1
2025-02-26,GBDT分位数主模型,47908.18201639183,3420.448521566729,51328.63053795856,77392.45280956182,968.3490663081366,47,5043.00484566372,1200.0,1200.0,3313.6311456996964,42.54151286201399,32.613206113557226,0.6944444444444444,Q1
2025-02-27,GBDT分位数主模型,47530.02584563042,2302.0017836736556,49832.02762930408,76647.06333118863,491.01215663530786,29,5727.54168336697,1200.0,1200.0,3427.0322012611314,41.69650874927668,29.411104246351286,0.75,Q1
2025-02-28,GBDT分位数主模型,19599.483549487966,1354.9079087575456,20954.39145824551,37839.603620424416,437.04613365586096,27,11328.416100868904,1200.0,1200.0,1808.170738211227,57.343870829194735,38.92160810326513,0.8333333333333334,Q1
2025-03-01,GBDT分位数主模型,19462.711605530967,908.5114622512714,20371.223067782237,37112.735808560145,188.24237213145096,13,10098.420164739817,1200.0,1200.0,1591.3710932648407,58.13939206273008,43.31524360338709,0.9305555555555556,Q1
2025-03-02,GBDT分位数主模型,48055.509777290696,14728.950106575285,62784.45988386598,77823.1826544952,3810.3369139244523,50,4888.780236053557,1200.0,1200.0,3295.786879909467,97.13024566729366,58.155064489812425,0.6111111111111112,Q1
2025-03-03,GBDT分位数主模型,46730.14449757054,12217.167274265634,58947.311771836175,75889.53394396641,3108.1426808338556,68,2574.572447995295,1200.0,1200.0,2312.71515958727,98.35946445000289,68.88776529033319,0.4930555555555556,Q1
2025-03-04,GBDT分位数主模型,47101.00049905813,3873.8780042596654,50974.87850331779,76356.15387711028,1365.2563854041648,46,4086.2956096546677,1200.0,1200.0,2795.07749618302,61.35152215043283,42.7164347861836,0.625,Q1
2025-03-05,GBDT分位数主模型,47184.40497028543,2582.5903799316457,49766.995350217076,76299.89197041337,758.4566546145626,30,6489.587672461475,1200.0,1200.0,2831.467563197103,52.00697828013474,34.657444105825796,0.7847222222222222,Q1
2025-03-06,GBDT分位数主模型,46495.817492947186,4219.329922544777,50715.14741549196,75101.07030192245,1250.9167509676722,43,6026.453322743426,1200.0,1200.0,2578.225888339547,59.71317250658872,42.766295936190296,0.7013888888888888,Q1
2025-03-07,GBDT分位数主模型,18701.718948250113,2007.1067977254443,20708.825745975555,35948.44393073406,538.7063823069705,19,12073.032789222503,1200.0,1200.0,1254.653511740394,70.30161598085655,51.87420384573633,0.8888888888888888,Q1
2025-03-08,GBDT分位数主模型,18417.20872042427,381.0874993773539,18798.296219801625,35253.678389609464,120.87785832150632,9,12909.200083194472,1200.0,1200.0,2106.6233147567978,59.47253843651604,41.27287666050539,0.9166666666666666,Q1
2025-03-09,GBDT分位数主模型,47157.578766165956,951.989984928921,48109.56875109488,76342.81968082325,325.3398035557218,27,8910.970722746482,1200.0,1200.0,4307.6795882296665,64.66273742672742,35.861182388797516,0.7986111111111112,Q1
2025-03-10,GBDT分位数主模型,45716.23728988151,7385.865098773389,53102.102388654894,74036.29206213477,2700.743628162814,52,4267.5750630408875,1200.0,1200.0,3741.7648860991767,76.61896267199906,48.211410638199936,0.6180555555555556,Q1
2025-03-11,GBDT分位数主模型,44642.65590346259,4165.3373262764635,48807.993229739055,72789.78667303796,1190.974647630919,42,5679.191297478301,1200.0,1200.0,1692.4136411235181,63.20429559995831,45.05417060347176,0.7152777777777778,Q1
2025-03-12,GBDT分位数主模型,44336.72786059279,2205.5644137946324,46542.29227438742,72441.2122576333,769.0058480691704,39,6490.021623410132,1200.0,1200.0,1680.733166006111,36.82831101005014,29.064395299086048,0.7222222222222222,Q1
2025-03-13,GBDT分位数主模型,43222.563426824854,16471.805492707746,59694.3689195326,70353.77365829439,5082.633155777747,64,3560.4623831285794,1200.0,1200.0,3075.001837831974,119.44361439297971,70.36677020603128,0.5069444444444444,Q1
2025-03-14,GBDT分位数主模型,17986.650569317582,1584.031325093625,19570.681894411206,34209.82813824175,479.13141427854333,27,15328.39388554847,1200.0,1200.0,1059.2512568798065,91.03778732466071,60.448308387666735,0.8958333333333334,Q1
2025-03-15,GBDT分位数主模型,18367.53555516246,2064.918712732182,20432.45426789464,35734.63796571959,658.8511041139034,34,12274.01828321709,1200.0,1200.0,2758.1189826353893,66.04210448459348,46.381333022490935,0.8194444444444444,Q1
2025-03-16,GBDT分位数主模型,44633.47007733217,3678.50943176745,48311.97950909962,73102.01594617158,1078.073869795357,53,6409.630091042314,1200.0,1200.0,4932.63589006913,53.72978930244152,36.476306370382176,0.7083333333333334,Q1
2025-03-17,GBDT分位数主模型,46116.05549097518,1765.7551287104848,47881.81061968567,75801.41732723496,435.120517068588,28,13974.231915574997,1200.0,1200.0,4663.623518514429,102.95819895464778,62.10884876834153,0.8819444444444444,Q1
2025-03-18,GBDT分位数主模型,45872.56457568453,777.0801543823866,46649.64473006692,75235.14366275878,290.74020607837815,23,9998.25883550383,1200.0,1200.0,4240.294757606304,67.96978874737597,43.845696711746236,0.8472222222222222,Q1
2025-03-19,GBDT分位数主模型,45305.18927008122,1090.2731870477473,46395.46245712896,74327.32628004882,290.9818258711638,21,10739.376325636671,1200.0,1200.0,2511.673750787864,69.66763795946238,43.717905231117484,0.8958333333333334,Q1
2025-03-20,GBDT分位数主模型,45921.168520752166,2409.432243111298,48330.60076386346,75690.60285992522,647.9833795095929,32,9730.072568508385,1200.0,1200.0,1651.9158407708833,73.15357889318618,46.468726256499224,0.6944444444444444,Q1
2025-03-21,GBDT分位数主模型,17492.579625512928,789.758626685252,18282.33825219818,33791.77252302847,316.7739740236783,22,18956.661471621737,1200.0,1200.0,1237.6410529417178,132.1625069942072,85.25840855580196,0.875,Q1
2025-03-22,GBDT分位数主模型,18422.358686903906,547.862374261422,18970.221061165328,35809.92249299047,241.72267327614796,17,17088.53862094017,1200.0,1200.0,1202.703479843677,111.51140130841728,68.96657644169514,0.9444444444444444,Q1
2025-03-23,GBDT分位数主模型,44418.32000877696,2590.1003083635087,47008.420317140466,73219.02210817077,655.1066247877897,33,10736.100398417759,1200.0,1200.0,3539.5388291356685,70.75926888042068,46.041439052271954,0.7638888888888888,Q1
2025-03-24,GBDT分位数主模型,44140.09760154818,2132.0201810050103,46272.11778255319,72486.50765865791,689.3998856388109,28,10900.53448359239,1200.0,1200.0,3141.572506601261,81.60599522014873,51.33033382951564,0.7916666666666666,Q1
2025-03-25,GBDT分位数主模型,43874.807187082115,1889.1623181841787,45763.969505266294,71960.59503029156,607.8921690365945,38,7318.743104435376,1200.0,1200.0,2962.9297061438424,60.223562345189094,41.858904414515536,0.7361111111111112,Q1
2025-03-26,GBDT分位数主模型,43311.63211615497,815.9375600570104,44127.569676211984,71302.7226438756,330.6791231007563,26,11793.412254284094,1200.0,1200.0,3190.153166528724,83.16969803430516,48.26940060381191,0.8472222222222222,Q1
2025-03-27,GBDT分位数主模型,44150.74032350164,2002.9666279267346,46153.70695142837,72698.44295556276,690.1759370119499,34,10259.751515099373,1200.0,1200.0,4342.695206797437,70.56732963475044,42.51074206046161,0.7986111111111112,Q1
2025-03-28,GBDT分位数主模型,17244.545186050666,852.2048202085037,18096.750006259168,32959.503552253256,309.502459092008,16,19392.529916606072,1200.0,1200.0,1583.881302394366,143.78567286801774,88.65840693124801,0.9236111111111112,Q1
