date,planned_cost_yuan,emergency_cost_yuan,total_cost_yuan,g_kwh,c_kwh,d_kwh,emergency_kwh,dump_kwh,energy_start_kwh,energy_end_kwh,emergency_slots
2025-08-21,50667.26008097352,4262.223618024187,54929.48369899771,68314.43366381728,14903.014462322524,18351.145005273946,976.0230385374161,6894.168761972788,7982.752046350302,2777.1876611314947,29
2025-08-22,22922.106629395606,3594.597734891826,26516.70436428743,40820.08624089383,13042.3318487822,11862.257718172687,961.0919295068026,19370.534639791116,2777.1876611314947,2646.312526590973,33
2025-08-23,25223.739454638133,913.7507134046932,26137.490168042827,47150.3830593651,19107.582407644633,11818.916704618265,342.65066294217667,17674.361869280914,2646.312526590973,8315.124735378853,16
2025-08-24,54871.21709900664,1360.0684460395157,56231.28554504615,76150.97516254091,20796.455500059754,18635.53885539299,340.6228081972788,10597.091842738095,8315.124735378853,8400.791991066599,22
2025-08-25,55392.153071561814,7715.89984976337,63108.05292132519,76227.4380742263,20835.50672424515,18833.22714648143,1955.3195825340144,5407.391062329933,8400.791991066599,8315.124735378853,39
2025-08-26,55006.083800469096,1733.0053612181869,56739.08916168728,77253.29108371437,21140.307961539344,18918.91750410048,369.0284138945575,9872.110656836734,8315.124735378853,8428.291754873715,15
2025-08-27,55182.86693032527,1844.612259319336,57027.479189644604,77131.52724294236,21100.52154728095,18990.46939255286,381.32101335033985,7488.647234897955,8428.291754873715,8428.291754873715,23
2025-08-28,51992.08136855281,12598.689901577749,64590.77127013056,70284.66337398255,15270.523170872146,18989.864233913402,2757.3316425340145,5993.541096224486,8428.291754873715,2898.1075607285384,44
2025-08-29,22805.147116749456,1436.8416457942565,24241.98876254371,41221.36275767765,13534.391697232688,12156.292639839354,398.58295557823214,17686.626305862548,2898.1075607285384,2924.101364688978,20
2025-08-30,25449.03199269853,2372.3124233159856,27821.344416014515,46796.017892964,19470.818285036054,12302.002964074047,748.7319761904769,21863.214714859143,2924.101364688978,8428.291754873715,37
2025-08-31,55272.09317103992,1023.6553557652936,56295.74852680522,77314.61081023638,21032.807714854644,18929.526943369183,263.67752091836763,8828.38447633595,8428.291754873715,8428.291754873715,15
2025-09-01,49897.0840039881,0.0,49897.0840039881,77968.83794205044,20956.249864797956,18860.62487831816,0.0,22299.078422237308,8428.291754873715,8428.291754873715,0
2025-09-02,47204.465325992125,0.0,47204.465325992125,74750.6072279518,20700.965640648297,18630.86907658347,0.0,18622.75481388697,8428.291754873715,8428.291754873715,0
2025-09-03,47408.6832144883,155.71012404586793,47564.393338534166,72455.409280072,20727.73988541398,18654.965896872585,40.53224221088453,14875.450283741493,8428.291754873715,8428.291754873715,2
2025-09-04,42074.30422059544,449.26719769834074,42523.57141829378,64574.61778557174,15021.305835063378,18558.862521651496,134.23837879251687,14320.84730095238,8428.291754873715,3115.9949320554942,7
2025-09-05,15074.113201346114,511.62934310608,15585.742544452194,33579.62189693691,13644.459038804875,12357.783983563844,124.92675238095245,25593.611927410166,3115.9949320554942,3034.0172596338653,7
2025-09-06,15830.056241380324,1019.6465179956183,16849.70275937594,37290.44107800456,18674.895648631027,12061.274573972007,301.9445801870746,23257.680883532616,3034.0172596338653,8036.879141516816,19
2025-09-07,40506.497944537536,2371.7160971073245,42878.21404164486,64578.24984535355,20663.14322972615,18332.86195910048,666.2036031462596,7953.188561207481,8036.879141516816,8315.124735378853,25
