date,planned_cost_yuan,emergency_cost_yuan,total_cost_yuan,g_kwh,c_kwh,d_kwh,emergency_kwh,dump_kwh,energy_start_kwh,energy_end_kwh,chosen_candidate,sample_count,effective_sample_count,max_history_day,selection_last_observed_day
2025-02-01,26487.144051662122,176.15295209055415,26663.297003752676,50814.1179479476,20412.5170893224,18263.905719105227,54.26767308900244,14341.5983174861,8315.124735378853,8428.291754873715,uniform42,31,31.0,2025-01-31,2025-01-31
2025-02-02,58555.591974316645,124.74683221232438,58680.33880652897,93355.65003347078,26097.453962004365,23487.708565803936,19.91985297052156,12409.546540240879,8428.291754873715,8428.291754873715,uniform42,32,32.0,2025-02-01,2025-02-01
2025-02-03,57061.49786360454,278.4252683645684,57339.92313196911,91259.63445550925,25415.033231515896,22873.529908364304,80.55546805381059,8581.770100411473,8428.291754873715,8428.291754873715,uniform42,33,32.99999999999999,2025-02-02,2025-02-02
2025-02-04,56607.99960566667,1433.7147568882706,58041.714362554936,90641.64012771678,25275.246273989334,22747.721646590406,405.24103638412043,7324.492586701968,8428.291754873715,8428.291754873715,uniform42,34,34.0,2025-02-03,2025-02-03
2025-02-05,55980.75930164573,1186.8284878212287,57167.58778946696,89674.33611005844,25190.016183711767,22671.014565340593,297.69933992078836,6704.606848274729,8428.291754873715,8428.291754873715,uniform42,35,35.00000000000001,2025-02-04,2025-02-04
2025-02-06,55216.36898000761,448.0324367366551,55664.40141674427,88240.89695258689,24647.898763378686,22607.359661284936,119.44591429288545,6048.746548119365,8428.291754873715,7981.092172973282,uniform42,36,36.0,2025-02-05,2025-02-05
2025-02-07,23087.525243702974,517.6216990939126,23605.146942796888,45019.32933949193,19787.706619049655,18220.613543471227,124.59148792617086,11771.148085173005,7981.092172973282,7547.145894829138,uniform42,37,37.0,2025-02-06,2025-02-06
2025-02-08,23282.637248528987,200.42428765914832,23483.061536188136,45555.403803842535,21167.386314600564,18214.71932256986,47.13998134920604,11072.714076494369,7547.145894829138,8428.291754873715,uniform42,38,38.0,2025-02-07,2025-02-07
2025-02-09,53899.86449731893,1731.610192279545,55631.47468959847,86611.77570314094,24925.787151974822,22433.20843677735,546.5809807968765,5110.362002073694,8428.291754873715,8428.291754873715,uniform42,39,39.000000000000014,2025-02-08,2025-02-08
2025-02-10,54446.95140559276,175.71785564416518,54622.66926123692,87471.06509326232,25119.288512538813,22607.359661284932,62.26862166666626,10694.767280341777,8428.291754873715,8428.291754873715,uniform42,40,39.99999999999999,2025-02-09,2025-02-09
2025-02-11,53352.78329748174,180.89765204551023,53533.680949527254,85948.92263998138,24963.95258587421,22467.55732728679,43.59161697278921,8275.521865033415,8428.291754873715,8428.291754873715,uniform42,41,41.0,2025-02-10,2025-02-10
2025-02-12,52859.91641432456,945.4380717429569,53805.35448606752,85140.06522831545,24653.079461620247,22187.771515458226,227.44229604925948,7635.4634448693505,8428.291754873715,8428.291754873715,uniform42,42,42.00000000000001,2025-02-11,2025-02-11
2025-02-13,51435.689940886645,449.1490002392435,51884.83894112588,82518.01156104691,23209.753645947218,22057.062269202048,161.66555758138293,10197.506725216455,8428.291754873715,7196.812303037354,uniform42,42,42.00000000000001,2025-02-12,2025-02-12
2025-02-14,19007.444305850113,1946.7209920265068,20954.165297876618,36818.71047038167,18018.385375469228,16515.282241510744,638.0675927023866,6151.87311245891,7196.812303037354,6881.917538680989,uniform42,42,42.00000000000001,2025-02-13,2025-02-13
2025-02-15,19587.804445163812,1337.063792753296,20924.868237917108,38167.38143788012,19512.914299780525,16094.603478364483,377.14937908271634,5846.128895546798,6881.917538680989,8428.291754873715,uniform42,42,42.00000000000001,2025-02-14,2025-02-14
2025-02-16,49577.128723956266,3456.234782288464,53033.36350624473,80521.81866541877,23774.413129487,21396.9718165383,883.3800381006072,3650.3782905706885,8428.291754873715,8428.291754873715,uniform42,42,42.00000000000001,2025-02-15,2025-02-15
2025-02-17,49159.47671723673,174.26332611428222,49333.74004335101,79985.9026442084,23433.111584374557,21089.8004259371,70.5259192445489,6529.2542383488335,8428.291754873715,8428.291754873715,uniform42,42,42.00000000000001,2025-02-16,2025-02-16
2025-02-18,48388.03395449023,1376.871137130579,49764.90509162081,78988.85817487276,23206.02890138662,20885.42601124796,352.24242864385485,4929.109930044628,8428.291754873715,8428.291754873715,uniform42,42,42.00000000000001,2025-02-17,2025-02-17
2025-02-19,48149.33906354245,3791.085154544612,51940.424218087064,78664.60074136546,23209.188322292808,20888.26949006353,993.7785964955459,4458.133122298397,8428.291754873715,8428.291754873715,uniform42,42,42.00000000000001,2025-02-18,2025-02-18
2025-02-20,47271.65751431002,2065.9496918968534,49337.60720620687,76570.20747075106,21124.21472105255,20860.916052375087,495.11649914256554,5808.891567882834,8428.291754873715,6479.145177477841,uniform42,42,42.00000000000001,2025-02-19,2025-02-19
2025-02-21,18119.871985246165,1064.8012843009824,19184.673269547147,35035.18137380461,16796.85545221312,15383.916244100652,302.46213253522455,8364.44226489404,6479.145177477841,6197.969849887494,uniform42,42,42.00000000000001,2025-02-20,2025-02-20
2025-02-22,18832.059301824258,1845.6044333023083,20677.66373512657,36994.90881477133,19124.53716770845,15096.214310400977,498.7594423298892,5620.5825164604075,6197.969849887494,8428.291754873715,uniform42,42,42.00000000000001,2025-02-21,2025-02-21
2025-02-23,46978.610118591656,3648.8828500740638,50627.49296866572,76962.70707221185,23058.745308674712,20752.870777807242,1087.9408119642278,4212.919669975276,8428.291754873715,8428.291754873715,uniform42,42,42.00000000000001,2025-02-22,2025-02-22
2025-02-24,46622.84124532412,1485.5189377921038,48108.36018311622,76515.48324071965,22797.040359900384,20517.336323910346,329.90486163429597,6362.650449697254,8428.291754873715,8428.291754873715,uniform42,42,42.00000000000001,2025-02-23,2025-02-23
2025-02-25,46369.93537233058,1482.5138377546514,47852.44921008524,76088.36485365815,22766.792410149617,20490.113169134653,376.5218455717845,8366.88422488164,8428.291754873715,8428.291754873715,uniform42,42,42.00000000000001,2025-02-24,2025-02-24
2025-02-26,45813.7288404174,2691.5436487284574,48505.272489145864,75210.0121383538,22352.72242000811,20117.4501780073,685.3332088355384,4845.22507185519,8428.291754873715,8428.291754873715,uniform42,42,42.00000000000001,2025-02-25,2025-02-25
2025-02-27,44634.01433813831,2318.7906688010025,46952.80500693931,72487.82282819958,19522.303578931664,19814.910057527515,478.50851440851943,6302.353621203963,8428.291754873715,6062.025961956294,uniform42,42,42.00000000000001,2025-02-26,2025-02-26
2025-02-28,17447.341753273526,879.4162998248473,18326.758053098376,33862.7474491591,16351.392091703186,14989.332249913821,263.0007305578403,9471.094787927574,6062.025961956294,5774.175034315728,uniform42,42,42.00000000000001,2025-02-27,2025-02-27
2025-03-01,18413.313002820523,1105.893262392042,19519.206265212568,36295.84403168752,19092.887432473482,14665.682485356174,268.3434170320017,8478.216568268883,5774.175034315728,8428.291754873715,uniform42,42,42.00000000000001,2025-02-28,2025-02-28
2025-03-02,44170.978649891054,16833.558592538917,61004.53724242997,72691.44111878672,21901.141429316354,19711.027286384728,4535.3582963980825,2678.3782055865104,8428.291754873715,8428.291754873715,uniform42,42,42.00000000000001,2025-03-01,2025-03-01
2025-03-03,44537.95963995946,13210.37979702995,57748.33943698942,73340.5122659226,22188.85485090907,19969.969365818164,3197.721115503199,2302.201263001563,8428.291754873715,8428.291754873715,uniform42,42,42.00000000000001,2025-03-02,2025-03-02
2025-03-04,45143.67598893263,2812.2848266554365,47955.96081558807,74158.87198784719,22429.772495119974,20186.795245607977,840.7333361333053,3557.1701411351723,8428.291754873715,8428.291754873715,uniform42,42,42.00000000000001,2025-03-03,2025-03-03
2025-03-05,45688.27388073366,687.075129430003,46375.34901016366,75109.86754787478,22595.031156448316,20335.528040803485,171.13522775760967,6891.027643320887,8428.291754873715,8428.291754873715,uniform42,42,42.00000000000001,2025-03-04,2025-03-04
2025-03-06,43743.42241635788,1041.487632491354,44784.910048849226,70853.99415853985,19105.047466102733,20358.137624978073,279.04081098886,6445.470995070719,8428.291754873715,5093.569923060499,uniform42,42,42.00000000000001,2025-03-05,2025-03-05
2025-03-07,16571.66106380698,558.7663764042674,17130.427440211246,31891.686112006566,15069.833637469534,13946.883697600126,195.10890160115977,10041.559540404984,5093.569923060499,4688.763150698514,uniform42,42,42.00000000000001,2025-03-06,2025-03-06
2025-03-08,18133.232717951316,1048.797512643884,19182.0302305952,35639.33784820545,18989.838030223757,13543.22589783822,335.7982685054302,11465.384467658674,4688.763150698514,8428.291754873715,uniform42,42,42.00000000000001,2025-03-07,2025-03-07
2025-03-09,44295.207316976346,1043.5249389846995,45338.73225596104,73297.50855195808,22761.316697636834,20485.18502787315,264.9360288151944,7952.7878610095795,8428.291754873715,8428.291754873715,uniform42,42,42.00000000000001,2025-03-08,2025-03-08
2025-03-10,43296.463803313294,5838.413590416774,49134.87739373007,71734.54042058291,22401.26484584482,20161.13836126034,1908.5000961080168,3360.842582106445,8428.291754873715,8428.291754873715,uniform42,42,42.00000000000001,2025-03-09,2025-03-09
