date,uniform56,half_life7,half_life14,half_life28,uniform28,uniform42
2025-03-02,3132.4296114533413,3128.275583978545,3172.2257741748253,3129.724164077571,3144.4389605822985,3308.0744158993148
2025-03-03,2556.11711287481,2127.116918748975,2344.7318381153664,2459.142264488081,2342.21737077383,2616.612999679615
2025-03-04,1077.8442963240857,1002.0930319509208,993.6625024558322,1016.5389953682867,997.301677009328,1047.7866525063291
2025-03-05,1129.1605962295707,1401.5577532970178,1271.782244834873,1179.822424257044,1258.4390401529774,1147.4190975511156
2025-03-06,1115.1396537118453,1328.1343051959961,1214.6298876193714,1154.5115989031408,1216.7426399831816,1162.7566529250819
2025-03-07,997.2720068049063,1133.931947464861,1063.6505932124137,1016.7255808329749,1067.3541147706528,1023.89488526207
2025-03-08,1287.3035978070398,1436.6236347369081,1382.2176426799924,1345.996747008352,1410.4111519301064,1337.4073746251802
2025-03-09,1253.2834435734123,1393.8260033626498,1349.2502791755107,1321.2163004520175,1401.9747486739716,1323.9392089559674
2025-03-10,1667.4813986838953,1579.3425212950415,1565.069947341959,1594.3777796425084,1565.8705696557452,1623.3572743756044
2025-03-11,1244.8538826437189,1294.3884879933635,1258.6813733493723,1240.479144117683,1232.505977273407,1232.7852928951552
2025-03-12,1268.5594403762666,1398.972710388623,1354.7338637769167,1315.601526692584,1394.2313275989923,1309.4847065166532
2025-03-13,2251.197545478855,2143.5369447971225,2166.0055880833884,2200.3792060836417,2031.6451601234503,2192.450490774822
2025-03-14,1432.7807566968643,1563.2841251930215,1497.8698229602119,1449.742991513017,1502.9035773378832,1440.6976880247194
2025-03-15,1801.828611506066,1595.6804575121432,1666.5396585432013,1719.0631281150888,1591.9943490024384,1718.4015113440992
2025-03-16,1326.8395699703483,1481.8903675917813,1380.1833899592827,1356.2626774964433,1395.6447644234347,1343.1058113027298
2025-03-17,1680.3225029391208,1907.3957785483117,1802.014082206339,1762.1366380509407,1846.2295189983138,1751.7199926021763
2025-03-18,1681.7587066103683,1784.1285976361253,1693.0922583447104,1680.7400742837078,1651.3806287249663,1680.3655073087436
2025-03-19,1396.2199794900507,1425.994291441188,1437.8169716705577,1426.9673463242102,1449.555589997421,1414.525426282039
2025-03-20,1108.0499801406504,1141.1252374900848,1111.6563704566777,1117.5920548054946,1148.602345689288,1103.6470368610317
2025-03-21,1360.6172840904642,1423.4136957284245,1417.2346537282515,1402.7740209979536,1498.2018983886164,1419.3420234850212
2025-03-22,1275.0886492457403,1217.6068982425459,1160.9155582756248,1207.3767890874938,1104.3342553633368,1199.4622243167616
2025-03-23,1534.7022380281614,1597.5186487525043,1525.48925592955,1535.4161032541444,1465.8557097861985,1504.442580382107
2025-03-24,1273.7251413505483,1342.3440115013318,1296.3260278574162,1276.3608013260723,1337.740914618052,1308.5540223041126
2025-03-25,1458.171521633702,1612.9183869975643,1469.6913646017638,1463.1641799264091,1440.254991436911,1404.4144880616877
2025-03-26,1369.8869429287636,1503.8092202814792,1419.811948246754,1413.3863884938314,1489.8422339766926,1431.149760400479
2025-03-27,1206.674519797393,1235.2298173773509,1203.345170794491,1201.2256628513392,1174.1550125373537,1192.5838179323985
2025-03-28,1404.727707135256,1420.5897862333927,1412.1145413749873,1412.1913362788214,1456.1299592236664,1425.1636177118403
2025-03-29,1572.7230543023902,1570.0288969502824,1584.6570321658278,1586.8104969640913,1665.2932976141424,1610.2998678287342
2025-03-30,1306.9900101020412,1475.7462514996475,1395.0596527139928,1359.424655600381,1444.7114945734618,1389.2179699617054
2025-03-31,2163.3240701941813,2349.5915102278805,2243.5465632064916,2182.4066351932483,2276.314729777292,2153.178576125124
2025-04-01,2258.6043222310864,2115.5906329658865,2204.4632495392757,2213.0763575632227,2295.7287865388184,2181.8182441089557
2025-04-02,2890.657893972317,2781.701602749146,2784.996359324424,2787.557560318607,2885.9598775881486,2754.2860059829354
2025-04-03,1331.6458295030684,1438.444832644272,1380.0353341780444,1355.0075987566154,1378.6569972853795,1332.263949256927
2025-04-04,1553.9695656607132,1721.21301468858,1650.9153540192751,1593.8118142931257,1585.9224359846125,1614.290340795937
2025-04-05,1627.7521611944949,1540.8386740135522,1580.8577241634434,1598.4430577158269,1676.211099171154,1565.7758523580235
2025-04-06,1198.0748101135368,1358.0033384610983,1278.0871348829344,1242.534194529494,1281.6917452018772,1244.785479626537
2025-04-07,1459.8683313210586,1538.32791493497,1505.787573364431,1449.9652290166373,1541.4033533351767,1474.2676046560614
2025-04-08,1417.881454519972,1492.6788925939964,1442.1613454805492,1427.536892447817,1472.824482957047,1445.932995076108
2025-04-09,1936.2917603500307,1849.231630368843,1844.5119991655351,1862.5861988223835,1883.172871485246,1816.0367111248222
2025-04-10,1419.6625817504855,1671.551284844882,1504.412318256567,1455.099030934653,1464.630008724686,1425.6025407375728
2025-04-11,1573.956482735674,1767.454169318215,1675.4046116492405,1636.0454969546583,1667.8178850549978,1664.3156498699586
2025-04-12,1400.629321301196,1487.0148204070133,1413.8098355263796,1409.2512647677713,1476.5200218821237,1386.2204818435507
2025-04-13,1046.1919211858917,1081.5137054389875,1071.728044566155,1060.289952011109,1089.4717499180133,1056.226704192066
2025-04-14,1266.1935461057747,1316.5565541760566,1302.3553455068918,1283.292877123204,1319.3038066943723,1268.7708164023156
2025-04-15,1719.3491360974347,1718.2699949202943,1730.6212540667539,1714.08149534331,1721.6044399439734,1745.174247334264
2025-04-16,1064.213868693302,1162.8690389177914,1076.9764283979398,1047.8212870558996,1116.3171493229327,1136.9050617971325
2025-04-17,1058.164061868071,1093.787011608309,1066.5249016293533,1049.9567610787974,1036.4215823259026,1070.8806031319998
2025-04-18,1229.724296661685,1345.1891603368308,1291.6073813606158,1275.823155786119,1310.4606683804031,1266.9654203890846
2025-04-19,1522.4808100955768,1651.8729810587722,1613.4046658376697,1557.8296836575091,1624.4644760150504,1542.121175201593
2025-04-20,1405.8446913612368,1352.4780019643968,1371.0383654388177,1397.632158416973,1425.637267885713,1420.0544312264537
2025-04-21,1536.0519841444316,1600.1587282157507,1586.590464472383,1563.5326970676567,1607.5962302828507,1575.3232692601846
2025-04-22,1228.247018679489,1288.3191112643717,1213.6115677282583,1213.7143985324858,1176.7501437016795,1213.5323176604327
2025-04-23,1110.0525526186032,1187.9671603792663,1148.7135038861754,1111.7338729106666,1126.0578729471583,1128.201690240861
2025-04-24,1701.0813140831156,1728.2833403585041,1716.0768910939596,1705.9542955026386,1749.4102366424947,1716.4231814944792
2025-04-25,1335.0928136891444,1342.0150952083245,1346.390690597837,1347.3158149555447,1389.9863528176156,1335.4437462902206
2025-04-26,1720.4737322235947,1712.707015277051,1706.0060952544789,1708.4849501440358,1648.8815566711282,1725.9751921856125
2025-04-27,1653.5778872980313,1565.0609971527601,1600.7696732936456,1617.8516243985878,1638.0957009804868,1610.1365667108869
2025-04-28,3867.6283436047024,4140.1993866735165,3957.757559617005,3893.6660053072446,3602.761742711915,3900.7037514219323
2025-04-29,1686.6416493513645,1652.939452931541,1679.4939420095425,1669.3602555056195,1742.8303916467412,1694.1259556602022
2025-04-30,1861.5890066543054,1996.7711674988614,1914.255202388184,1866.2069672823352,1889.5932175806008,1885.471726939155
2025-05-01,2902.7393578494803,2959.3931514724113,2878.123685013976,2899.7677825049614,2856.3573679314263,2888.8845396359093
2025-05-02,4612.934887145462,4020.026053198517,4285.113083101707,4396.046018445248,4432.375284521506,4384.126051805988
2025-05-03,1716.5579898684928,1618.2914298953674,1613.8153316518317,1666.1671267622446,1649.6042037882419,1693.517878676778
2025-05-04,1852.5571071404183,1966.3731478138398,1911.1680390772485,1884.9482888445425,1886.631651325799,1883.9833224004424
2025-05-05,2069.895400476832,2037.20567796005,2004.2371502576125,2016.4102080179923,2041.1535510612478,2088.7148531762023
2025-05-06,2118.1616630308663,2067.075583212989,2081.5042423798523,2092.1206662524405,2171.142103260354,2169.2017634079384
2025-05-07,1430.0446943420598,1476.5357742014917,1413.9683760219086,1383.4313987976902,1374.2260951719848,1415.5775878927745
