date,planned_kwh_day,planned_cost_yuan,emergency_kwh_day,emergency_cost_yuan,total_cost_yuan,energy_00,energy_24
2025-03-20,63850.26442829376,39002.4625354107,679.1118280776845,2720.38241198185,41722.84494739255,8428.291754873715,4107.6402998620215
2025-06-21,44872.980472231844,24386.20454042375,338.7133903231297,1155.4865751741092,25541.69111559786,2516.2699266468635,8428.291754873715
2025-09-23,68745.4780998253,42217.41389121054,1147.9773550680275,4947.674216079341,47165.08810728988,8428.291754873715,8428.291754873715
2025-12-21,96713.62460075878,61487.728337805944,557.8771339115644,1923.099608267889,63410.82794607383,8428.291754873715,8428.291754873715
