date,planned_cost_yuan,emergency_cost_yuan,total_cost_yuan,g_kwh,c_kwh,d_kwh,emergency_kwh,dump_kwh,energy_start_kwh,energy_end_kwh,emergency_slots,sample_count,max_history_day,clipped_scenario_price_count,horizon_expected_cost_yuan,solver_status,raw_simultaneous_slots
2025-06-29,53694.75198295499,974.2593016635165,54669.01128461851,75158.73109618564,14194.25666127068,18787.34789562925,282.07747811224573,10766.131275323125,9300.0,1200.0,15,56,2025-06-28,0,115155.76144647496,0,0
2025-06-30,56438.917899179425,2525.824771675874,58964.742670855296,83367.62761824956,22582.766429831194,18292.040808163267,614.2164132993195,9813.434426547621,1200.0,1200.0,18,56,2025-06-29,0,113754.70022456544,0,0
2025-07-01,61072.47362686403,23227.349550804793,84299.82317766882,83287.97655556122,23166.666666666668,18765.0,5607.942160901359,5627.708016462588,1200.0,1200.0,84,56,2025-06-30,0,113063.99649701014,0,0
2025-07-02,61217.03958976415,18296.43372776107,79513.47331752522,84361.44122557277,22692.13183411019,17840.626785629254,4264.532689064626,10869.702499489797,1200.0,1800.0,79,56,2025-07-01,0,113987.93097245753,0,0
2025-07-03,62576.95528435377,15660.6973683371,78237.65265269087,83796.1848967517,21666.666666666668,18090.0,3539.2277760714287,3998.3270728231296,1800.0,1200.0,86,56,2025-07-02,0,81544.21180698692,0,0
2025-07-04,23663.576476585382,6219.731986039503,29883.308462624886,41276.74218762325,13899.410009868147,11258.522107993198,1675.6174259523814,11430.604245034014,1200.0,1200.0,55,56,2025-07-03,0,43704.574949715716,0,0
2025-07-05,28081.097018170916,2888.150898946646,30969.247917117562,51022.5741882483,21333.333333333336,11339.999999999998,842.2265859863959,13081.38747423469,1200.0,7800.0,33,56,2025-07-04,0,79684.50735359888,0,0
2025-07-06,63224.57127924142,6994.123205353628,70218.69448459505,82151.95271303963,14489.443221064292,17676.449009062075,1303.1260111734694,6848.102962210886,7800.0,1200.0,36,56,2025-07-05,0,123334.71900648338,0,0
2025-07-07,66065.83961561772,778.7399699625113,66844.57958558023,89185.32636362077,22138.656985848662,17932.312158537417,262.69696408163327,11832.195733724491,1200.0,1200.0,14,56,2025-07-06,0,127673.22469039251,0,0
2025-07-08,67849.29382393735,1034.4318412191494,68883.72566515648,91206.77478067839,22173.207474300834,17960.298054183677,225.74354977891153,11648.221893673472,1200.0,1200.0,14,56,2025-07-07,0,129230.3366648889,0,0
2025-07-09,66657.8776930717,792.4445182539432,67450.32221132565,89904.03808467372,22018.044804673726,17834.616291785715,169.9634220408155,11831.847977159863,1200.0,1200.0,10,56,2025-07-08,0,127305.77283843578,0,0
2025-07-10,66484.0767091181,735.1069954375649,67219.18370455567,89245.75598549392,21922.09997413559,17756.90097904983,198.58012020408114,12425.513727278912,1200.0,1200.0,8,56,2025-07-09,0,92596.70657627643,0,0
2025-07-11,26914.064275673696,891.6509095586757,27805.71518523237,45661.54843129672,13859.323419732089,11226.051969982993,280.05014241496684,10789.549973962587,1200.0,1200.0,19,56,2025-07-10,0,50167.49050921216,0,0
2025-07-12,29371.964306455095,453.48518145589503,29825.449487910988,52416.11246923973,20917.743687011844,11543.372386479592,143.47053891156526,12100.968374285712,1200.0,7200.0,8,56,2025-07-11,0,82015.06365755269,0,0
2025-07-13,59022.05695382627,847.863597781888,59869.92055160816,80075.62537905018,14709.780173393385,17314.92194044864,125.80823450680282,13538.854980612245,7200.0,1200.0,10,56,2025-07-12,0,122055.64936011114,0,0
2025-07-14,62233.31448545815,648.5158335665463,62881.830319024695,85191.5344632083,21264.606589567484,17224.331337549662,128.46185889455762,9472.041853418366,1200.0,1200.0,9,56,2025-07-13,0,123742.54350643145,0,0
2025-07-15,65722.6782568213,3306.98402087397,69029.66227769527,88852.32093589104,21389.9874054237,17325.889798393197,997.9965008843535,13037.169246411562,1200.0,1200.0,18,56,2025-07-14,0,128223.22343284042,0,0
2025-07-16,64858.236347095786,2145.2046773244656,67003.44102442024,87141.5059605522,21254.974386096415,17216.529252738095,514.9022080612245,11483.399651921769,1200.0,1200.0,16,56,2025-07-15,0,125666.2319328701,0,0
2025-07-17,64073.23775047017,3044.700827328511,67117.93857779869,86535.44289653318,21245.581281341856,17208.920837886904,631.524498758503,10409.890885170065,1200.0,1200.0,20,56,2025-07-16,0,92126.75519161587,0,0
2025-07-18,25772.04469562957,460.15352323225017,26232.19821886182,44959.7670120278,13869.771744918955,11234.515113384354,145.75697651360485,11196.019257006801,1200.0,1200.0,9,56,2025-07-17,0,50782.95950251097,0,0
2025-07-19,28557.95258184495,661.6486115185469,29219.601193363498,51266.08887014361,19968.033245653816,10774.10692897959,197.92827971088448,15087.271783180271,1200.0,7200.0,16,56,2025-07-18,0,81386.97577179979,0,0
2025-07-20,57837.43552157279,1851.0029398042084,59688.438461376994,77509.53777740893,14590.346113108257,17218.180351617688,458.42033921768655,8505.814138469388,7200.0,1200.0,15,56,2025-07-19,0,119844.63437921855,0,0
2025-07-21,63020.61034157152,2473.5798178254786,65494.190159396996,84952.22524609206,21095.163716632025,17087.08261047194,612.8411475510211,7567.235937482994,1200.0,1200.0,22,56,2025-07-20,0,124870.38509043638,0,0
2025-07-22,65399.682034820114,2727.0468024075267,68126.72883722764,88928.72881194422,21681.842511127907,17562.292434013605,549.8691783503399,11563.903296513605,1200.0,1200.0,10,56,2025-07-21,0,130272.71420067514,0,0
2025-07-23,64478.19875471678,1358.8758167601197,65837.0745714769,87843.14807129398,21451.681744100108,17375.862212721087,342.3771572278914,9893.158580476193,1200.0,1200.0,13,56,2025-07-22,0,128683.51248672175,0,0
2025-07-24,64592.079324634135,3839.9294919682034,68432.00881660233,87474.43664600424,21763.47680299404,17628.41621042517,779.5978254081626,10502.501878843539,1200.0,1200.0,19,56,2025-07-23,0,94712.22181597515,0,0
2025-07-25,25519.781866477453,627.5120071526835,26147.293873630137,44661.951588256066,13345.106844463546,10809.536544015476,164.58454511394558,15785.646266255275,1200.0,1200.0,8,56,2025-07-24,0,51703.83355951354,0,0
2025-07-26,28462.62200469957,641.325119498964,29103.947124198534,51012.31102771731,19840.507179894183,10670.810815714285,214.31313731292536,13587.836234183673,1200.0,7200.0,11,56,2025-07-25,0,82982.59350853643,0,0
2025-07-27,58640.74234173273,4616.731921839478,63257.47426357221,78232.15240966238,14620.650722111362,17242.727084910206,1005.1983125387749,8174.237285,7200.0,1200.0,28,56,2025-07-26,0,123391.81255710419,0,0
2025-07-28,62171.58637635134,8316.585893110107,70488.17226946144,84769.33769533686,21526.694883799446,17436.62285587755,1889.8379422448968,4614.226376326529,1200.0,1200.0,43,56,2025-07-27,0,127080.12315303269,0,0
2025-07-29,65303.25272918891,3443.420054728439,68746.67278391735,88991.38254656673,22388.43472092047,18134.63212394558,792.92935010204,9461.263349693878,1200.0,1200.0,17,56,2025-07-28,0,131922.46779443882,0,0
2025-07-30,65972.13885518054,1112.3891803365134,67084.52803551705,88677.32771024505,22577.16000979319,18287.499607932485,239.0734105782327,10523.486668962583,1200.0,1200.0,16,56,2025-07-29,0,131443.9145838199,0,0
2025-07-31,64178.816241467066,1112.8385672368333,65291.6548087039,87801.91257168283,21850.695217414126,17699.063126105444,236.62356258503348,9191.907776292517,1200.0,1200.0,11,56,2025-07-30,0,95322.06483897693,0,0
2025-08-01,24961.532876140067,646.2535679580615,25607.78644409813,43779.48912219219,13470.058082787436,10910.747047057823,195.61354061224483,20164.43196040816,1200.0,1200.0,13,56,2025-07-31,0,51668.016183507585,0,0
2025-08-02,27057.138173331543,427.8086693622411,27484.946842693786,49953.21290516524,20625.117763311497,11441.345388282312,93.12293027210842,19935.53852707483,1200.0,7050.0,5,56,2025-08-01,0,84065.54880754763,0,0
2025-08-03,55251.34875816846,3020.1440928672896,58271.49285103575,76365.63369588049,15549.773346023348,17860.31641027891,692.3104375850332,16529.00721438775,7050.0,1200.0,28,56,2025-08-02,0,122303.03205141769,0,0
2025-08-04,58296.76744031481,691.6173930195864,58988.3848333344,81432.58398341878,21189.423104966405,17163.43271502279,217.34029420068111,12208.278804342515,1200.0,1200.0,17,56,2025-08-03,0,120000.11103585601,0,0
2025-08-05,56918.01508936103,1134.3273416733232,58052.342431034354,79488.46449412026,20885.429793167885,16917.198132465986,292.84615721088403,10660.769257295915,1200.0,1200.0,15,56,2025-08-04,0,117644.29038632996,0,0
2025-08-06,56781.19636459767,7821.116443082454,64602.31280768013,78110.32300487344,20487.410730536867,16594.80269173486,1701.3147661564599,7804.630465561225,1200.0,1200.0,39,56,2025-08-05,0,115243.0865055194,0,0
2025-08-07,55269.822206360084,1717.4028689772842,56987.225075337374,77027.98712844923,20395.23374514991,16520.139333571427,482.46010860544163,10247.36757547619,1200.0,1200.0,24,56,2025-08-06,0,83445.88939914166,0,0
2025-08-08,22784.49890124377,669.894417123923,23454.39331836769,41294.64434301377,12897.307842027383,10446.819352042177,170.33303540816357,23239.31763843673,1200.0,1200.0,15,56,2025-08-07,0,47575.49847567196,0,0
2025-08-09,25343.56108258869,1949.073857384019,27292.634939972708,46668.17333713236,19213.648490635762,11300.114953163265,518.0504337755094,20350.76123343537,1200.0,5936.600360279668,19,56,2025-08-08,0,74913.27498886899,0,0
2025-08-10,51611.83447709731,5452.160803730264,57063.99528082758,68613.06702668115,14680.397551902239,16154.062341292518,1415.2540242857165,6197.366790357143,5936.600360279668,1200.0,34,56,2025-08-09,0,108273.86917094723,0,0
2025-08-11,53604.90391289011,4063.008178787412,57667.91209167753,75437.46314199966,20013.097690707145,16210.60912947279,817.2943988605439,7891.015646292516,1200.0,1200.0,25,56,2025-08-10,0,109575.70131259484,0,0
2025-08-12,54892.98049429878,8077.342779261397,62970.32327356018,75249.94171550495,20069.108956202235,16255.978254523809,1664.46306687075,5340.730430697276,1200.0,1200.0,39,56,2025-08-11,0,110073.87772694233,0,0
2025-08-13,55060.840684152696,4993.277831723234,60054.11851587593,76098.4767587226,20068.22495389267,16255.262212653062,986.157871904762,7150.692439387756,1200.0,1200.0,30,56,2025-08-12,0,111038.53507334462,0,0
2025-08-14,54773.93758433561,4036.9279153017187,58810.86549963733,75808.18695102503,20042.249522759725,16234.222113435375,810.0995079591838,6883.968066326533,1200.0,1200.0,28,56,2025-08-13,0,81033.3305786443,0,0
2025-08-15,23241.136129581904,1284.4636702608093,24525.599799842712,41299.928363008316,13075.000892668178,10590.750723061225,400.56939921768725,22056.520709285716,1200.0,1200.0,23,56,2025-08-14,1,47103.22214701324,0,0
2025-08-16,26088.281327387595,989.9432856527868,27078.22461304038,47440.84721186886,19777.939236205595,11440.591364659862,240.04324088435334,22414.26221454081,1200.0,6288.377129629629,18,56,2025-08-15,0,75794.91114574706,0,0
2025-08-17,52153.55819376259,1879.4593177593017,54033.01751152189,70606.08195295162,14817.489517951628,16581.705926207484,397.17236680272094,9602.077111343537,6288.377129629629,1200.0,25,56,2025-08-16,0,110101.21496555691,0,0
2025-08-18,54908.46479158788,2874.6452496600323,57783.11004124791,76096.03813526119,20681.011132506086,16751.619017329933,566.0855069387751,8338.61591035714,1200.0,1200.0,27,56,2025-08-17,0,109557.98787148559,0,0
2025-08-19,55190.28037036352,2741.3420450463796,57931.6224154099,75928.86960084739,20404.111465881415,16527.330287363944,551.5932046938776,8286.021577023806,1200.0,1200.0,21,56,2025-08-18,0,110032.77582258335,0,0
2025-08-20,55347.888982864206,12928.378650369026,68276.26763323323,75424.49254075208,20569.705712962965,16661.4616275,2995.152262040817,3860.7096506632643,1200.0,1200.0,56,56,2025-08-19,0,109062.01630033739,0,0
2025-08-21,55315.82574936033,3422.903107866476,58738.72885722681,76298.49400595238,21117.272622448978,17104.99082418367,747.2147916156468,7189.008515969385,1200.0,1200.0,25,56,2025-08-20,0,81362.29933856144,0,0
2025-08-22,23743.557433405957,3122.5659876782825,26866.123421084238,41823.24910527673,13445.2045244604,10890.615664812924,847.8129746938778,18885.90382032313,1200.0,1200.0,33,56,2025-08-21,6,47272.304362004106,0,0
2025-08-23,26246.258537444926,784.3481576078041,27030.60669505273,48687.123103356,20056.987435941042,10846.159823112244,293.48623445578176,17239.775574982992,1200.0,7200.0,14,56,2025-08-22,0,76198.76201742895,0,0
2025-08-24,53221.72492860619,1197.9007922736644,54419.625720879856,72001.9181895931,14999.379645817588,17549.497513112245,296.1067509523809,11114.5533245068,7200.0,1200.0,21,56,2025-08-23,0,111954.03336112609,0,0
2025-08-25,57095.92453185673,6846.152813265368,63942.077345122096,78957.39894545813,22105.097671852694,17905.12911420068,1725.055611105443,5709.3989822448975,1200.0,1200.0,38,56,2025-08-24,0,111849.61585774968,0,0
2025-08-26,56604.070738681185,1600.895838002096,58204.966576683284,79548.81450577622,21763.55194402452,17628.477074659862,339.2757644047614,10224.19701748299,1200.0,1200.0,13,56,2025-08-25,0,113736.00958086587,0,0
