planned_cost_yuan,increase_cost_yuan,cancellation_refund_yuan,breach_cost_yuan,adjustment_net_yuan,emergency_cost_yuan,total_cost_yuan,original_kwh,adjusted_kwh,increase_kwh,decrease_kwh,emergency_kwh,dump_kwh,mode,source,update_hours,days,initial_energy_kwh,final_energy_kwh,seconds
13034091.743756797,0.0,0.0,0.0,0.0,1987252.3313236046,15021344.075080402,20536391.991613194,20536391.991613194,0.0,0.0,492662.4201665127,2401666.77356725,B_aligned,history,[0],334,6000.0,6000.0,51.34684658050537
12991259.032083008,0.0,0.0,0.0,0.0,1811207.7662002444,14802466.798283257,20458041.133373618,20458041.133373618,0.0,0.0,451396.57087172195,2284859.5797580862,only_0,fusion,[0],334,6000.0,6000.0,46.82232069969177
13015249.667624993,133781.516608586,144345.42490035732,72172.71245017866,61608.804158407336,1612272.7448720108,14689131.21665541,20486296.67029745,20393750.38728383,136173.02526543196,228719.30827905203,402651.52041796234,2174535.4390829518,at_0_6,fusion,"[0, 6]",334,6000.0,6000.0,83.78406119346619
13007136.945519432,147290.6102275853,171947.32853334077,85973.66426667038,61316.94596091489,1519089.6516176618,14587543.543098006,20467129.968383867,20335734.39303923,146647.7349885206,278043.3103331565,379746.0477650967,2092973.8764510208,at_0_6_12,fusion,"[0, 6, 12]",334,6000.0,6000.0,109.6765205860138
13016651.959107582,146741.0966236579,171950.76988794532,85975.38494397266,60765.711679685235,1502296.9746072646,14579714.64539453,20477763.424954683,20346017.01711259,146298.95373309485,278045.36157518707,376154.04442840547,2099242.098336115,all,fusion,"[0, 6, 12, 18]",334,6000.0,6000.0,135.50797867774963
