date,uniform56,half_life7,half_life14,half_life28
2025-12-06,1215.8794945094994,1413.8137680467876,1314.0600734492223,1268.1201198058957
2025-12-07,1286.0465723224238,1430.5274779747415,1346.2979349490693,1297.4457408780818
2025-12-08,1347.588705165371,1504.3789651203547,1407.5706429801494,1374.9036877235233
2025-12-09,1334.5205465432039,1437.3133809393485,1372.7654371436897,1346.1484190563306
2025-12-10,1173.1289532044862,1225.2179805753997,1189.9121557951933,1181.1960051893375
2025-12-11,1448.413466357486,1440.684813891793,1447.5290739162572,1458.8678693769143
2025-12-12,1070.8733911846753,1069.9849314576977,1054.782751166213,1059.9330724010615
2025-12-13,902.9605704309421,991.3648477003426,944.8477913919179,917.5068730692104
2025-12-14,1068.0205272717794,1056.294346742784,1065.9679154477335,1072.4114866746145
2025-12-15,1147.9654898936078,1147.1645922881814,1132.8379711637165,1142.9604985792903
2025-12-16,1057.004986688041,1006.7034351649337,1043.5500628030857,1055.769281391422
2025-12-17,1381.499457267813,1352.6187016083204,1387.5714225380716,1400.9995920596234
2025-12-18,1163.875259668588,1064.6521034724474,1155.3732666150308,1169.3776053945244
2025-12-19,1133.2824223669243,1215.35058651688,1152.9306043830015,1146.5294947137163
2025-12-20,977.960205915448,974.3142075698473,966.5820919374344,975.7092103460249
2025-12-21,1182.9740273903158,1204.8758975951268,1185.2559312907258,1192.3683669327254
2025-12-22,1166.636307918442,1064.9777113428586,1115.0371320528152,1147.2669367601832
2025-12-23,1298.5096270319748,1120.6367162683114,1221.1558834750845,1267.5032270492811
2025-12-24,1033.9760282908858,954.9380589005073,976.8494107876943,1002.9788207212766
2025-12-25,1097.9466125947806,1028.1986690784602,1029.5741758457666,1072.5716141593857
2025-12-26,841.4341705136394,1015.2918211117772,893.3689697872059,855.6232659393778
2025-12-27,882.1043021219859,949.5061974642854,906.994941866929,899.6954162863226
2025-12-28,1183.7761562561477,1120.236844675781,1134.8078268786917,1167.9908100390676
2025-12-29,1220.8305014536186,1121.4194996051237,1156.9331322478251,1197.9877343835265
2025-12-30,1182.338727548212,1131.7013811175752,1144.6624255754462,1167.458993138525
2025-12-31,990.5655399277415,1126.7421172694294,1004.5367037246183,990.0295914374244
