date,planned_cost_yuan,increase_cost_yuan,cancellation_refund_yuan,breach_cost_yuan,adjustment_net_yuan,emergency_cost_yuan,total_cost_yuan,original_kwh,adjusted_kwh,increase_kwh,decrease_kwh,emergency_kwh,dump_kwh,charge_kwh,discharge_kwh,energy_start_kwh,energy_end_kwh,lp_eq_max,lp_ineq_max,max_tree_nodes,raw_simultaneous_slots
2025-02-01,25951.225357062205,0.0,602.7544514017529,301.37722570087647,-301.37722570087647,406.5120177897456,26056.360149151078,50099.83766704195,48954.32734366218,0.0,1145.510323379764,99.23310694919903,7896.646705751363,23530.168096324676,16751.43028479799,6000.0,8564.45097025,1.8189894035458565e-12,1.1368683772161603e-13,3,0
2025-02-02,58062.649415638116,0.0,250.3891685379378,125.1945842689689,-125.1945842689689,263.4961534089696,58200.950984778116,91980.63469391696,91520.98302307424,0.0,459.6516708427131,42.062259748278166,8504.075584121028,24743.15315698156,20040.46140828007,8564.45097025,8566.109468999999,9.094947017729282e-13,1.1368683772161603e-13,3,0
2025-02-03,57109.12662083394,0.0,223.9415155962072,111.9707577981036,-111.9707577981036,888.6937993547906,57885.849662390625,90645.78680991521,90324.08863496945,0.0,321.69817494576876,227.38726030539974,5611.109532334718,24776.777707053323,20053.327844113195,8566.109468999999,8583.734023,9.094947017729282e-13,1.1368683772161603e-13,3,0
2025-02-04,57161.55276423713,0.0,55.91095367444517,27.955476837222584,-27.955476837222584,1566.6441252717534,58700.24141267166,90646.45885690727,90560.34186092691,0.0,86.11699598035545,438.558330712628,5039.545756917481,24968.817482484563,20204.326997762502,8583.734023,8606.4175375,9.094947017729282e-13,1.1368683772161603e-13,3,0
2025-02-05,55440.43482954365,293.92385001789216,0.0,0.0,293.92385001789216,1921.1879154985863,57655.54659506011,88105.1011606324,88513.77760634973,408.6764457173233,0.0,521.0238795089952,3657.0111227233147,24475.18017869507,19845.816798893007,8606.4175375,8583.172144,1.8189894035458565e-12,1.1368683772161603e-13,3,0
2025-02-06,56284.93512559951,0.0,11.484151222199731,5.742075611099866,-5.742075611099866,1112.9287237479593,57392.12177373637,89093.62909188324,89074.36028968843,0.0,19.26880219480688,253.20161319074055,5073.310578613111,24122.298838812618,20139.10473121323,8583.172144,7916.45806425,1.8189894035458565e-12,1.1368683772161603e-13,3,0
2025-02-07,22266.43760146378,0.0,14.49907490408416,7.24953745204208,-7.24953745204208,949.4418179054583,23208.629881917197,43093.30419267531,43060.58967348739,0.0,32.71451918791553,233.76456654805287,7519.434949781609,20793.814528879808,16824.574905292644,7916.45806425,7936.9190232500005,1.8189894035458565e-12,1.1368683772161603e-13,3,0
2025-02-08,20949.293904381157,67.7503644300669,0.0,0.0,67.7503644300669,926.2377053479839,21943.28197415921,40401.71571658248,40462.584513106754,60.86879652427319,0.0,217.45961208262258,4679.651495712562,20304.64224057975,15881.412327769598,7936.9190232500005,8565.083342249998,9.094947017729282e-13,1.1368683772161603e-13,3,0
2025-02-09,54414.02768361033,126.00957248434736,0.19402496650087492,0.09701248325043746,125.91256000109692,1732.0832005716034,56272.02344418304,86658.81907601494,86845.20060180087,186.66276214844663,0.2812363625175749,535.550393016418,3275.8120790660114,24061.172616629563,19511.64966754494,8565.083342249998,8540.527955500002,1.8189894035458565e-12,1.1368683772161603e-13,3,0
2025-02-10,53959.050644449584,0.0,1863.460011019643,931.7300055098215,-931.7300055098215,696.7299603542363,53724.050599294,86106.31129957389,83319.09665554867,0.0,2787.214644025222,200.76090992362583,4761.238133846577,23310.843572986254,18878.861724693874,8540.527955500002,8543.77414375,1.8189894035458565e-12,2.2737367544323206e-13,3,0
