date,planned_kwh_day,planned_cost_yuan,emergency_kwh_day,emergency_cost_yuan,total_cost_yuan,energy_00,energy_24
2025-03-20,65615.93558137321,40493.15118000499,689.8027314039323,2775.851257022541,43269.002437027535,8550.0,4348.2553213529845
2025-06-21,46473.41010516377,25454.369468342444,338.7133903231297,1155.4865751741092,26609.856043516556,2670.8036612622823,8550.0
2025-09-23,70464.22121091268,43599.6352998,1179.5210842176878,5122.775354571611,48722.4106543716,8550.0,8550.0
2025-12-21,98935.41828388342,63572.15748899944,559.5388833843537,1933.802105747388,65505.959594746826,8550.0,8550.0
